sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,label
F,0.614325,0.218875,0.5085,0.0443525,0.5140150000000001,0.54867,0.5885474999999999,2.56
M,0.47332500000000005,0.374125,0.1243,1.3149275,0.305835,0.14113,0.3677775,26.48
F,0.14197500000000002,0.201625,0.39549999999999996,0.7502275,0.5734950000000001,0.46257000000000004,0.2072175,18.16
I,0.536775,0.103875,0.4407,1.4843375,0.5140150000000001,0.31333,0.9096674999999999,16.080000000000002
F,0.614325,0.5178750000000001,0.35029999999999994,2.2466824999999995,1.406215,0.12391,0.7190024999999999,11.920000000000002
F,0.713025,0.218875,0.5085,1.5125725,1.2129050000000001,0.21001000000000003,0.9598424999999998,3.6
F,0.572025,0.345375,0.1243,1.9360975,0.11252500000000001,0.28463000000000005,0.31760249999999995,25.44
F,0.635475,0.604125,0.8023,0.8349325,0.26122500000000004,0.19853,0.2373225,14.0
M,0.44512500000000005,0.26487499999999997,0.3051,0.8349325,0.142265,0.043550000000000005,0.2674275,20.240000000000002
M,0.586125,0.33962499999999995,0.16949999999999998,1.7102175,0.067915,0.18705,0.8394224999999998,25.44
M,0.564975,0.20737499999999998,1.0735000000000001,2.1055075,1.1831649999999998,0.47405,0.7792124999999999,6.720000000000001
M,0.49447500000000005,0.466125,0.1243,0.8914025,0.320705,0.41665,0.11690249999999999,20.240000000000002
I,0.25477500000000003,0.414375,0.3051,0.0725875,1.1088149999999999,0.34777,0.10686749999999999,5.68
F,0.17722500000000002,0.27637500000000004,0.7797,2.6137375,1.331865,0.09521,0.7691774999999998,6.720000000000001
M,0.12787500000000002,0.49487499999999995,0.8023,0.24199749999999998,0.038175,0.51997,0.09683249999999999,6.720000000000001
M,0.29707500000000003,0.328125,0.39549999999999996,1.2866925,0.350445,0.30759000000000003,0.48819749999999995,14.0
M,0.41692500000000005,0.408625,0.0339,1.3149275,0.21661500000000003,0.13539,0.28749749999999996,23.36
F,0.769425,0.540875,0.7119,2.3596224999999995,1.138555,0.15261000000000002,0.0667275,23.36
F,0.40282500000000004,0.43737499999999996,0.0791,1.6819825,0.127395,0.15835,0.38784749999999996,23.36
I,0.49447500000000005,0.5178750000000001,0.1921,0.1855275,0.4396650000000001,0.30759000000000003,0.44805749999999994,6.720000000000001
M,0.741225,0.47762499999999997,0.1921,1.3149275,0.9006350000000001,0.45109,0.7992824999999999,1.52
M,0.572025,0.287875,0.16949999999999998,1.9925674999999998,1.242645,0.5257099999999999,0.8093174999999999,5.68
F,0.614325,0.431625,0.1243,0.6372875,0.8411550000000001,0.22149000000000002,0.32763749999999997,24.400000000000002
M,0.572025,0.431625,0.056499999999999995,1.8231575,1.2575150000000002,0.14687,0.5484074999999999,6.720000000000001
M,0.18427500000000002,0.253375,0.5763,2.1337424999999994,0.6775850000000001,0.16983,0.7290374999999999,20.240000000000002
I,0.29002500000000003,0.299375,0.1243,1.4843375,1.450825,0.15835,0.40791749999999993,8.8
I,0.37462500000000004,0.368375,0.14689999999999998,0.3831725,1.0493350000000001,0.06651,0.18714749999999997,5.68
F,0.36052500000000004,0.098125,0.14689999999999998,0.3549375,0.15713500000000002,0.11817000000000001,0.9799124999999999,6.720000000000001
F,0.572025,0.47762499999999997,0.16949999999999998,2.0772724999999994,1.346735,0.22149000000000002,0.7089674999999999,11.920000000000002
I,0.586125,0.5983750000000001,0.14689999999999998,1.8231575,0.05304500000000001,0.54867,0.016552499999999998,12.96
I,0.21952500000000003,0.092375,0.8926999999999999,0.49611249999999996,1.2723849999999999,0.15261000000000002,0.3075675,19.2
I,0.607275,0.47762499999999997,0.10169999999999998,2.5572675,0.543755,0.25019,0.9999824999999999,8.8
M,0.16312500000000002,0.5638750000000001,0.16949999999999998,0.10082250000000001,0.038175,0.06651,0.5684774999999999,17.12
M,0.12787500000000002,0.49487499999999995,0.8023,0.24199749999999998,0.038175,0.51997,0.09683249999999999,6.720000000000001
F,0.628425,0.523625,0.0339,0.4114075,1.2277749999999998,0.03207,0.6286874999999998,11.920000000000002
I,0.43102500000000005,0.287875,0.14689999999999998,0.7219925,0.5140150000000001,0.35925,0.2072175,23.36
F,0.31117500000000003,0.23612499999999997,0.4859,1.2584575,0.9452450000000001,0.026330000000000003,0.27746249999999995,23.36
I,0.586125,0.195875,0.6440999999999999,2.5572675,0.21661500000000003,0.30759000000000003,0.28749749999999996,6.720000000000001
F,0.43102500000000005,0.109625,0.9830999999999999,1.7102175,1.287255,0.037809999999999996,0.47816249999999993,14.0
M,0.49447500000000005,0.540875,0.14689999999999998,2.3313875,1.287255,0.00911,0.18714749999999997,11.920000000000002
F,0.20542500000000002,0.448875,0.1921,0.10082250000000001,0.603235,0.25593,0.7992824999999999,22.32
M,0.727125,0.569625,0.056499999999999995,1.0325775,0.558625,0.07799,0.8193524999999998,9.84
I,0.120825,0.32237499999999997,0.1921,0.4678775,1.4210850000000002,0.33055,0.12693749999999998,19.2
M,0.543825,0.190125,0.2147,2.2466824999999995,0.603235,0.30759000000000003,0.38784749999999996,15.04
F,0.628425,0.47762499999999997,0.8023,1.3713975,0.647845,0.037809999999999996,0.8795624999999998,10.879999999999999
F,0.45217500000000005,0.374125,0.7119,0.1572925,0.350445,0.45683000000000007,0.9498074999999998,7.760000000000001
M,0.39577500000000004,0.5638750000000001,0.0791,0.6655225,0.320705,0.043550000000000005,0.18714749999999997,3.6
M,0.16312500000000002,0.425875,0.1243,1.2302225,0.24635500000000002,0.14687,0.6387224999999999,1.52
F,0.47332500000000005,0.310875,0.14689999999999998,1.5972775,0.201745,0.14687,0.3978825,3.6
I,0.106725,0.24762499999999998,0.0791,0.3267025,0.36531500000000006,0.17557,0.0867975,24.400000000000002
M,0.593175,0.299375,0.16949999999999998,1.0890475,0.528885,0.51997,0.27746249999999995,5.68
M,0.727125,0.569625,0.4407,0.1855275,0.7816750000000001,0.38221000000000005,0.05669249999999999,6.720000000000001
F,0.48742500000000005,0.14987499999999998,0.6667,0.9478725,0.8411550000000001,0.01485,0.18714749999999997,4.640000000000001
F,0.572025,0.448875,0.6214999999999999,1.7666875,0.42479500000000003,0.30759000000000003,0.3075675,26.48
I,0.20542500000000002,0.39137500000000003,0.2147,0.9478725,1.0939450000000002,0.27888999999999997,0.24735749999999995,11.920000000000002
I,0.40987500000000004,0.443125,0.3051,0.1290575,0.038175,0.09521,0.25739249999999997,11.920000000000002
F,0.17722500000000002,0.460375,0.14689999999999998,0.8631675,0.5140150000000001,0.19279000000000002,0.2674275,16.080000000000002
I,0.40282500000000004,0.299375,0.16949999999999998,0.7219925,0.09765500000000002,0.5429299999999999,0.7792124999999999,1.52
M,0.078525,0.057874999999999996,0.6667,0.2137625,1.302125,0.20427,0.6487574999999999,8.8
M,0.18427500000000002,0.075125,0.1921,0.9478725,0.8411550000000001,0.33055,0.17711249999999998,23.36
M,0.085575,0.241875,0.46329999999999993,0.5808175,0.380185,0.41091,0.15704249999999997,9.84
F,0.22657500000000003,0.414375,0.14689999999999998,2.7266775,0.067915,0.08373,0.6286874999999998,24.400000000000002
I,0.31117500000000003,0.23612499999999997,0.3051,1.6255125,0.39505500000000005,0.31907,0.17711249999999998,1.52
M,0.607275,0.506375,0.39549999999999996,1.4278675,0.8411550000000001,0.33055,0.33767249999999993,4.640000000000001
I,0.17017500000000002,0.39137500000000003,0.0791,0.6090525,0.24635500000000002,0.35351,0.8394224999999998,20.240000000000002
F,0.663675,0.305125,0.7119,1.5408074999999999,0.09765500000000002,0.51997,0.09683249999999999,25.44
F,0.600225,0.47762499999999997,0.3729,0.9761075,0.350445,0.22723000000000002,0.6688274999999999,24.400000000000002
M,0.26887500000000003,0.5983750000000001,0.0339,1.8513925,0.350445,0.22149000000000002,0.036622499999999995,25.44
I,0.26182500000000003,0.28212499999999996,0.6214999999999999,0.3267025,0.692455,0.30759000000000003,0.11690249999999999,4.640000000000001
F,0.17722500000000002,0.23612499999999997,0.0791,1.4843375,0.24635500000000002,0.10669000000000001,0.27746249999999995,14.0
M,0.572025,0.425875,0.056499999999999995,2.2466824999999995,0.320705,0.01485,0.9498074999999998,24.400000000000002
I,0.20542500000000002,0.39137500000000003,0.2147,0.9478725,1.0939450000000002,0.27888999999999997,0.24735749999999995,11.920000000000002
M,0.36052500000000004,0.500625,0.8926999999999999,0.49611249999999996,0.6329750000000001,0.08947000000000001,0.21725249999999996,5.68
F,0.635475,0.604125,0.8023,0.8349325,0.26122500000000004,0.19853,0.2373225,14.0
F,0.17722500000000002,0.17862499999999998,0.1921,1.9925674999999998,1.450825,0.06651,0.5484074999999999,1.52
I,0.44512500000000005,0.195875,0.46329999999999993,0.5243475,0.142265,0.043550000000000005,0.27746249999999995,26.48
I,0.40282500000000004,0.287875,0.0791,0.3831725,0.811415,0.41665,0.4681274999999999,3.6
F,0.113775,0.075125,0.0113,1.5408074999999999,1.004725,0.037809999999999996,0.5985824999999999,21.28
M,0.698925,0.299375,0.3277,1.6537475,0.856025,0.12965,0.026587499999999997,17.12
I,0.44512500000000005,0.224625,0.46329999999999993,2.0490375,1.198035,0.31907,0.17711249999999998,18.16
I,0.106725,0.103875,1.0057,0.1855275,0.350445,0.05503000000000001,0.07676249999999998,21.28
F,0.12787500000000002,0.5121249999999999,0.3277,1.0890475,0.915505,0.45683000000000007,0.05669249999999999,9.84
F,0.543825,0.155625,0.16949999999999998,1.0325775,0.26122500000000004,0.12391,0.5383724999999999,9.84
F,0.670725,0.558125,0.35029999999999994,1.0043425,0.811415,0.41665,0.4681274999999999,1.52
M,0.30412500000000003,0.259125,0.9604999999999999,0.9478725,0.8708950000000001,0.29611,0.4681274999999999,10.879999999999999
I,0.48742500000000005,0.540875,0.9153,0.10082250000000001,0.023305000000000003,0.12965,0.7190024999999999,23.36
F,0.628425,0.47762499999999997,0.8023,1.3713975,0.647845,0.037809999999999996,0.8795624999999998,10.879999999999999
I,0.49447500000000005,0.24762499999999998,0.0339,0.1290575,1.302125,0.41665,0.9096674999999999,6.720000000000001
I,0.522675,0.345375,0.6214999999999999,0.4396425,0.11252500000000001,0.01485,0.3075675,7.760000000000001
F,0.769425,0.443125,0.10169999999999998,0.4678775,0.558625,0.30185,0.18714749999999997,15.04
M,0.38167500000000004,0.109625,0.3051,0.8349325,0.33557500000000007,0.5601499999999999,0.6587924999999999,6.720000000000001
M,0.734175,0.069375,0.9830999999999999,1.3996325,0.39505500000000005,0.16409,0.19718249999999998,10.879999999999999
F,0.48037500000000005,0.11537499999999999,0.8926999999999999,0.49611249999999996,1.4359549999999999,0.060770000000000005,0.3677775,16.080000000000002
F,0.17722500000000002,0.431625,0.46329999999999993,2.5007975,1.406215,0.19853,0.9197024999999999,22.32
I,0.564975,0.466125,1.0509,1.2584575,0.24635500000000002,0.07799,0.8193524999999998,4.640000000000001
I,0.45922500000000005,0.293625,0.14689999999999998,2.1619775,1.0642049999999998,0.28463000000000005,0.026587499999999997,11.920000000000002
F,0.099675,0.49487499999999995,0.23729999999999998,0.8914025,1.153425,0.25593,0.7390724999999998,9.84
I,0.45922500000000005,0.408625,0.7344999999999999,0.4396425,0.5140150000000001,0.5257099999999999,0.15704249999999997,18.16
F,0.106725,0.356875,0.8023,2.7831475,0.960115,0.37073,0.05669249999999999,4.640000000000001
I,0.515625,0.253375,0.14689999999999998,0.6090525,0.350445,0.31907,0.2373225,10.879999999999999
M,0.43807500000000005,0.489125,0.8023,1.2302225,0.023305000000000003,0.08947000000000001,0.8594924999999999,19.2
F,0.20542500000000002,0.5638750000000001,0.16949999999999998,1.7384525,1.004725,0.15261000000000002,0.0667275,7.760000000000001
F,0.543825,0.5293749999999999,0.1921,0.2137625,0.142265,0.15261000000000002,0.32763749999999997,6.720000000000001
I,0.28297500000000003,0.305125,0.0339,0.5808175,0.6775850000000001,0.23297,0.15704249999999997,19.2
M,0.564975,0.47762499999999997,0.1921,2.5855024999999996,0.186875,0.08373,0.14700749999999999,9.84
