Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,label
25.5,2218.86057676,17.647058823529413,191.83791669500002,497.025,215.85616689999998,0.047,0.039,236.95525094450002,0.5833333333333333,June,5,5,7,19,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,598.082916755,10.575,215.85616689999998,0.011,0.151,56.0733799945,0.08333333333333333,Jul,6,1,2,3,Returning_Visitor,False,True
3.5,13.28659028,0.7058823529411765,11.284583335,10.575,1510.9931683,0.099,0.025,1.8088187095000001,0.08333333333333333,Mar,2,2,1,1,Returning_Visitor,False,False
2.5,39.85977084,0.7058823529411765,11.284583335,31.725,647.5685007,0.001,0.023,1.8088187095000001,0.08333333333333333,Nov,2,2,3,3,Returning_Visitor,False,False
19.5,13.28659028,0.7058823529411765,11.284583335,652.125,215.85616689999998,0.019000000000000003,0.045,1.8088187095000001,0.75,Dec,6,2,3,1,New_Visitor,True,False
4.5,199.2988542,19.058823529411768,1117.173750165,320.775,21369.760523099998,0.165,0.07100000000000001,9.044093547500001,0.75,June,3,5,9,18,Other,False,True
8.5,2085.99467396,12.0,1162.3120835050001,3.525,24391.746859699997,0.007,0.043,56.0733799945,0.08333333333333333,Nov,5,1,1,5,Returning_Visitor,True,True
2.5,13.28659028,0.7058823529411765,11.284583335,45.825,647.5685007,0.013000000000000001,0.020999999999999998,1.8088187095000001,0.08333333333333333,Mar,3,2,2,1,Returning_Visitor,True,False
11.5,465.0306598,3.5294117647058822,327.25291671499997,24.674999999999997,215.85616689999998,0.113,0.17300000000000001,1.8088187095000001,0.5833333333333333,May,7,13,2,4,Other,True,True
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.001,0.035,1.8088187095000001,0.08333333333333333,May,1,1,1,1,Returning_Visitor,False,False
18.5,2085.99467396,2.1176470588235294,2110.2170836450005,616.875,20074.6235217,0.151,0.197,168.22013998350002,0.75,May,5,12,3,8,Returning_Visitor,True,True
20.5,13.28659028,0.7058823529411765,11.284583335,10.575,1510.9931683,0.14500000000000002,0.025,1.8088187095000001,0.08333333333333333,Sep,6,2,1,1,Returning_Visitor,False,False
0.5,1979.7019517200001,0.7058823529411765,11.284583335,179.77499999999998,27845.445530099998,0.131,0.047,1.8088187095000001,0.08333333333333333,Mar,2,6,6,8,Returning_Visitor,True,False
3.5,13.28659028,0.7058823529411765,891.4820834650001,10.575,215.85616689999998,0.107,0.149,1.8088187095000001,0.08333333333333333,Mar,1,1,3,4,New_Visitor,False,False
22.5,2245.43375732,2.1176470588235294,1455.711250215,482.92499999999995,27413.733196299996,0.043,0.033,302.0727244865,0.75,June,2,5,8,18,New_Visitor,False,True
2.5,39.85977084,0.7058823529411765,11.284583335,52.875,42523.66487929999,0.001,0.181,1.8088187095000001,0.08333333333333333,Jul,2,4,3,10,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,17.625,647.5685007,0.033,0.020999999999999998,1.8088187095000001,0.08333333333333333,Mar,2,2,1,1,Returning_Visitor,False,False
3.5,2644.03146572,0.7058823529411765,11.284583335,10.575,1510.9931683,0.001,0.025,1.8088187095000001,0.08333333333333333,Mar,2,2,1,1,Returning_Visitor,False,False
20.5,199.2988542,19.058823529411768,2200.4937503250003,278.475,3669.5548372999997,0.015,0.020999999999999998,12.6617309665,0.08333333333333333,Sep,3,6,5,11,Other,False,True
0.5,13.28659028,12.0,11.284583335,3.525,215.85616689999998,0.109,0.101,1.8088187095000001,0.08333333333333333,Nov,1,1,6,7,Returning_Visitor,False,False
5.5,2192.2873962000003,0.7058823529411765,11.284583335,475.875,30435.719532899995,0.001,0.165,218.86706384950003,0.08333333333333333,Nov,1,1,3,2,New_Visitor,True,False
0.5,279.01839588,16.235294117647058,33.853750005,222.075,36479.69220609999,0.063,0.199,135.6614032125,0.08333333333333333,Mar,2,8,7,10,Returning_Visitor,True,False
4.5,225.87203476000002,0.7058823529411765,1026.8970834850002,433.575,215.85616689999998,0.10500000000000001,0.135,302.0727244865,0.08333333333333333,Nov,4,2,2,2,New_Visitor,True,True
0.5,13.28659028,0.7058823529411765,11.284583335,17.625,647.5685007,0.011,0.101,1.8088187095000001,0.08333333333333333,Mar,3,2,9,1,Returning_Visitor,True,False
26.5,2139.14103508,10.588235294117649,1320.296250195,45.825,4101.267171099999,0.028999999999999998,0.001,12.6617309665,0.08333333333333333,Jul,2,11,8,13,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,1433.142083545,17.625,4532.9795048999995,0.137,0.001,1.8088187095000001,0.08333333333333333,June,2,5,3,16,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.009000000000000001,0.025,1.8088187095000001,0.08333333333333333,May,3,2,4,4,Returning_Visitor,False,False
10.5,1581.10424332,0.7058823529411765,11.284583335,31.725,647.5685007,0.149,0.181,59.691017413500006,0.75,Mar,2,2,7,3,Returning_Visitor,False,False
1.5,2298.58011844,0.7058823529411765,11.284583335,3.525,6259.828840099999,0.001,0.063,1.8088187095000001,0.08333333333333333,Nov,3,4,6,3,Returning_Visitor,True,False
3.5,13.28659028,0.7058823529411765,11.284583335,10.575,1510.9931683,0.099,0.025,1.8088187095000001,0.08333333333333333,Mar,2,2,1,1,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,647.5685007,0.007,0.117,1.8088187095000001,0.08333333333333333,May,1,1,1,2,Returning_Visitor,False,False
3.5,1820.26286836,0.7058823529411765,11.284583335,546.375,215.85616689999998,0.001,0.009000000000000001,1.8088187095000001,0.08333333333333333,May,1,5,1,1,Returning_Visitor,True,False
4.5,1155.93335436,2.1176470588235294,552.944583415,257.325,2374.4178359,0.015,0.10300000000000001,244.1905257825,0.08333333333333333,Mar,4,13,5,2,Returning_Visitor,False,True
14.5,13.28659028,7.764705882352942,146.69958335500002,17.625,1942.7055020999996,0.001,0.011,298.4550870675,0.08333333333333333,Oct,2,11,6,6,New_Visitor,False,False
0.5,13.28659028,0.7058823529411765,1974.802083625,102.225,9281.815176699998,0.017,0.111,1.8088187095000001,0.08333333333333333,Aug,2,2,4,2,New_Visitor,False,False
3.5,13.28659028,2.1176470588235294,11.284583335,17.625,14030.650848499998,0.10300000000000001,0.133,309.3079993245,0.08333333333333333,Nov,1,6,1,1,Returning_Visitor,False,True
3.5,943.3479098800001,2.1176470588235294,1433.142083545,10.575,15757.500183699998,0.179,0.061,1.8088187095000001,0.08333333333333333,Jul,3,2,1,6,Returning_Visitor,False,True
0.5,2617.45828516,0.7058823529411765,11.284583335,24.674999999999997,647.5685007,0.001,0.023,1.8088187095000001,0.08333333333333333,Mar,2,2,1,2,Returning_Visitor,False,False
3.5,943.3479098800001,2.1176470588235294,1433.142083545,10.575,15757.500183699998,0.179,0.07300000000000001,1.8088187095000001,0.08333333333333333,Jul,3,2,1,6,New_Visitor,False,False
9.5,863.6283682000001,16.235294117647058,11.284583335,3.525,17052.6371851,0.028999999999999998,0.043,30.7499180615,0.9166666666666666,Nov,1,2,2,17,New_Visitor,True,True
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,647.5685007,0.001,0.033,168.22013998350002,0.08333333333333333,Mar,1,1,7,2,Returning_Visitor,False,False
24.5,279.01839588,2.1176470588235294,1816.817916935,257.325,42523.66487929999,0.035,0.117,229.7199761065,0.25,Mar,4,4,5,1,Returning_Visitor,False,False
9.5,465.0306598,13.411764705882355,11.284583335,24.674999999999997,2374.4178359,0.001,0.023,204.3965141735,0.08333333333333333,Jul,8,2,4,10,Returning_Visitor,True,True
0.5,13.28659028,14.823529411764707,11.284583335,24.674999999999997,215.85616689999998,0.007,0.175,9.044093547500001,0.08333333333333333,Nov,2,2,1,18,Returning_Visitor,False,True
4.5,199.2988542,19.058823529411768,1117.173750165,320.775,21369.760523099998,0.165,0.07100000000000001,9.044093547500001,0.75,June,3,5,9,18,Other,False,True
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,42091.9525455,0.003,0.027000000000000003,153.7495903075,0.08333333333333333,Nov,1,7,1,2,Returning_Visitor,False,True
26.5,2139.14103508,10.588235294117649,1320.296250195,45.825,4101.267171099999,0.028999999999999998,0.001,12.6617309665,0.08333333333333333,Jul,2,11,8,13,Returning_Visitor,False,False
1.5,2298.58011844,17.647058823529413,11.284583335,440.625,35184.555204699995,0.139,0.017,345.4843735145,0.08333333333333333,Jul,2,2,3,4,Other,True,True
9.5,2165.71421564,0.7058823529411765,1004.327916815,567.525,27413.733196299996,0.085,0.167,164.6025025645,0.25,Oct,1,2,1,17,New_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,652.125,215.85616689999998,0.001,0.131,34.3675554805,0.75,May,1,1,2,3,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,511.125,215.85616689999998,0.001,0.015,1.8088187095000001,0.08333333333333333,Mar,2,2,9,13,Returning_Visitor,False,False
2.5,916.77472932,6.352941176470589,1861.956250275,602.775,14030.650848499998,0.003,0.107,124.8084909555,0.25,Dec,1,1,9,8,New_Visitor,True,False
0.5,13.28659028,0.7058823529411765,823.7745834550001,3.525,1510.9931683,0.197,0.013000000000000001,1.8088187095000001,0.08333333333333333,Nov,2,2,2,2,Returning_Visitor,False,False
2.5,39.85977084,0.7058823529411765,11.284583335,31.725,647.5685007,0.14100000000000001,0.023,1.8088187095000001,0.08333333333333333,Nov,2,2,3,3,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,823.7745834550001,31.725,647.5685007,0.005,0.193,1.8088187095000001,0.08333333333333333,Feb,8,2,2,2,New_Visitor,False,True
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,1510.9931683,0.001,0.065,1.8088187095000001,0.08333333333333333,Mar,2,5,1,2,Returning_Visitor,False,False
15.5,704.18928484,19.058823529411768,778.636250115,489.975,29140.582531499997,0.057,0.14100000000000001,45.2204677375,0.08333333333333333,Sep,4,1,1,20,Returning_Visitor,True,True
0.5,13.28659028,0.7058823529411765,552.944583415,17.625,28708.870197699995,0.165,0.045,124.8084909555,0.25,Mar,4,2,1,11,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.199,0.179,1.8088187095000001,0.08333333333333333,Dec,2,2,3,1,New_Visitor,False,False
0.5,93.00613196,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.001,0.015,1.8088187095000001,0.08333333333333333,Mar,2,2,1,20,Returning_Visitor,False,False
5.5,39.85977084,0.7058823529411765,11.284583335,31.725,15325.7878499,0.013000000000000001,0.023,1.8088187095000001,0.08333333333333333,Nov,1,2,3,13,Returning_Visitor,True,False
0.5,66.43295140000001,0.7058823529411765,11.284583335,10.575,1942.7055020999996,0.001,0.067,1.8088187095000001,0.08333333333333333,Dec,3,2,6,20,Returning_Visitor,False,False
0.5,119.57931252,0.7058823529411765,11.284583335,24.674999999999997,215.85616689999998,0.043,0.007,81.3968419275,0.08333333333333333,May,2,2,3,10,Returning_Visitor,True,False
5.5,2085.99467396,0.7058823529411765,11.284583335,165.675,17052.6371851,0.001,0.047,1.8088187095000001,0.75,Nov,2,2,3,2,New_Visitor,False,False
13.5,969.92109044,0.7058823529411765,78.992083345,17.625,647.5685007,0.025,0.043,236.95525094450002,0.08333333333333333,Sep,2,2,8,13,Returning_Visitor,True,False
10.5,13.28659028,0.7058823529411765,1207.450416845,3.525,13598.9385147,0.053000000000000005,0.001,298.4550870675,0.08333333333333333,Sep,1,1,1,3,New_Visitor,False,False
1.5,13.28659028,0.7058823529411765,801.2054167850001,3.525,215.85616689999998,0.001,0.149,1.8088187095000001,0.08333333333333333,Nov,2,2,3,6,Returning_Visitor,False,True
6.5,571.3233820400001,12.0,778.636250115,468.825,11008.664511899999,0.001,0.011,1.8088187095000001,0.75,Feb,5,4,7,5,New_Visitor,False,True
4.5,13.28659028,19.058823529411768,620.652083425,271.42499999999995,5828.116506299999,0.161,0.045,1.8088187095000001,0.25,June,5,10,1,5,New_Visitor,False,True
23.5,13.28659028,0.7058823529411765,1004.327916815,3.525,35616.2675385,0.099,0.199,19.8970058045,0.08333333333333333,May,2,5,6,18,Returning_Visitor,True,False
2.5,1076.21381268,12.0,2065.0787503050005,271.42499999999995,10145.239844299998,0.001,0.111,88.6321167655,0.08333333333333333,Oct,2,2,3,7,Returning_Visitor,False,False
17.5,13.28659028,0.7058823529411765,11.284583335,511.125,215.85616689999998,0.013000000000000001,0.013000000000000001,168.22013998350002,0.08333333333333333,Nov,2,2,9,4,Returning_Visitor,False,False
3.5,13.28659028,0.7058823529411765,11.284583335,327.825,1510.9931683,0.001,0.025,1.8088187095000001,0.08333333333333333,Mar,2,2,1,1,Returning_Visitor,True,False
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.009000000000000001,0.007,124.8084909555,0.25,May,2,2,1,2,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.015,0.035,1.8088187095000001,0.08333333333333333,May,1,1,5,1,Returning_Visitor,False,False
17.5,225.87203476000002,17.647058823529413,1997.3712502950002,123.375,1079.2808344999999,0.001,0.013000000000000001,269.5139877155,0.9166666666666666,Aug,5,5,1,5,New_Visitor,False,True
0.5,2431.44602124,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.001,0.035,1.8088187095000001,0.08333333333333333,May,1,1,1,1,Returning_Visitor,False,False
17.5,13.28659028,0.7058823529411765,11.284583335,511.125,215.85616689999998,0.013000000000000001,0.013000000000000001,168.22013998350002,0.08333333333333333,Nov,2,2,9,4,Returning_Visitor,False,False
9.5,146.15249308,9.176470588235293,11.284583335,24.674999999999997,647.5685007,0.005,0.023,1.8088187095000001,0.08333333333333333,May,2,2,1,19,Returning_Visitor,False,False
9.5,969.92109044,0.7058823529411765,11.284583335,3.525,1079.2808344999999,0.005,0.161,1.8088187095000001,0.08333333333333333,June,2,2,4,1,Returning_Visitor,False,False
3.5,13.28659028,0.7058823529411765,11.284583335,17.625,647.5685007,0.10300000000000001,0.027000000000000003,1.8088187095000001,0.08333333333333333,Nov,1,6,1,1,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,4964.6918387,0.005,0.199,1.8088187095000001,0.08333333333333333,Mar,2,2,4,1,Returning_Visitor,False,False
1.5,13.28659028,0.7058823529411765,11.284583335,38.775,6259.828840099999,0.187,0.020999999999999998,1.8088187095000001,0.08333333333333333,Nov,2,1,1,2,New_Visitor,True,False
0.5,66.43295140000001,6.352941176470589,1907.0945836150001,10.575,1942.7055020999996,0.001,0.067,1.8088187095000001,0.08333333333333333,Dec,3,2,6,15,Returning_Visitor,False,False
0.5,119.57931252,0.7058823529411765,11.284583335,3.525,1079.2808344999999,0.199,0.199,1.8088187095000001,0.08333333333333333,Mar,2,2,1,3,Returning_Visitor,False,False
9.5,119.57931252,0.7058823529411765,485.237083405,3.525,1079.2808344999999,0.199,0.079,1.8088187095000001,0.08333333333333333,Mar,1,2,1,3,Returning_Visitor,False,False
4.5,2165.71421564,0.7058823529411765,214.407083365,3.525,27413.733196299996,0.161,0.043,1.8088187095000001,0.75,Nov,8,6,2,2,New_Visitor,True,True
0.5,1474.8115210800001,0.7058823529411765,11.284583335,95.175,215.85616689999998,0.001,0.007,1.8088187095000001,0.08333333333333333,May,2,2,4,3,Returning_Visitor,False,False
5.5,13.28659028,0.7058823529411765,2132.786250315,17.625,1510.9931683,0.001,0.009000000000000001,1.8088187095000001,0.08333333333333333,Nov,2,2,9,16,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,158.625,215.85616689999998,0.037000000000000005,0.193,1.8088187095000001,0.08333333333333333,Nov,2,2,3,1,Returning_Visitor,False,False
3.5,13.28659028,0.7058823529411765,11.284583335,24.674999999999997,215.85616689999998,0.001,0.007,1.8088187095000001,0.08333333333333333,May,2,2,2,6,Returning_Visitor,False,False
1.5,39.85977084,0.7058823529411765,11.284583335,10.575,36911.404539899995,0.001,0.07300000000000001,23.514643223500002,0.08333333333333333,Jul,2,2,1,4,New_Visitor,True,False
0.5,13.28659028,0.7058823529411765,1004.327916815,426.525,36911.404539899995,0.167,0.07300000000000001,262.27871287749997,0.25,June,6,2,4,19,Other,True,True
5.5,2192.2873962000003,0.7058823529411765,11.284583335,616.875,30435.719532899995,0.001,0.067,1.8088187095000001,0.75,Nov,1,1,3,2,Returning_Visitor,True,False
0.5,13.28659028,2.1176470588235294,11.284583335,3.525,215.85616689999998,0.197,0.199,1.8088187095000001,0.08333333333333333,Nov,3,2,3,2,Returning_Visitor,True,False
16.5,66.43295140000001,0.7058823529411765,11.284583335,511.125,647.5685007,0.059,0.055,1.8088187095000001,0.08333333333333333,Aug,3,1,4,1,New_Visitor,False,False
1.5,13.28659028,0.7058823529411765,11.284583335,38.775,647.5685007,0.001,0.009000000000000001,1.8088187095000001,0.08333333333333333,Nov,2,2,1,2,Returning_Visitor,False,False
5.5,2192.2873962000003,0.7058823529411765,11.284583335,475.875,30435.719532899995,0.001,0.165,218.86706384950003,0.08333333333333333,Nov,1,1,3,2,New_Visitor,True,False
0.5,252.44521532000002,0.7058823529411765,11.284583335,10.575,1079.2808344999999,0.001,0.067,1.8088187095000001,0.08333333333333333,Dec,3,2,7,6,Returning_Visitor,False,False
4.5,39.85977084,0.7058823529411765,11.284583335,38.775,31730.856534299997,0.001,0.017,1.8088187095000001,0.08333333333333333,May,2,1,1,13,Returning_Visitor,False,False
26.5,13.28659028,19.058823529411768,11.284583335,172.725,215.85616689999998,0.199,0.199,9.044093547500001,0.08333333333333333,Mar,1,2,3,5,Returning_Visitor,False,False
10.5,13.28659028,0.7058823529411765,1207.450416845,3.525,13598.9385147,0.053000000000000005,0.001,298.4550870675,0.08333333333333333,Sep,1,1,1,3,New_Visitor,False,False
7.5,1767.11650724,0.7058823529411765,1794.2487502650001,497.025,22664.897524499997,0.025,0.007,9.044093547500001,0.08333333333333333,Aug,2,11,1,13,Returning_Visitor,False,False
4.5,13.28659028,19.058823529411768,620.652083425,271.42499999999995,5828.116506299999,0.161,0.045,1.8088187095000001,0.25,June,5,10,1,5,New_Visitor,False,True
1.5,1155.93335436,0.7058823529411765,33.853750005,59.925,1510.9931683,0.001,0.020999999999999998,1.8088187095000001,0.08333333333333333,Nov,2,2,1,2,Returning_Visitor,False,False
4.5,13.28659028,19.058823529411768,620.652083425,271.42499999999995,5828.116506299999,0.161,0.045,1.8088187095000001,0.25,June,5,10,1,5,New_Visitor,False,True
3.5,13.28659028,9.176470588235293,11.284583335,10.575,215.85616689999998,0.001,0.149,1.8088187095000001,0.08333333333333333,Mar,1,1,3,19,Returning_Visitor,False,False
17.5,13.28659028,0.7058823529411765,11.284583335,539.325,17916.061852699997,0.101,0.043,182.6906896595,0.08333333333333333,Nov,4,1,3,2,New_Visitor,False,True
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.001,0.035,1.8088187095000001,0.08333333333333333,May,1,1,1,1,Returning_Visitor,False,False
0.5,465.0306598,20.47058823529412,11.284583335,24.674999999999997,34752.8428709,0.007,0.037000000000000005,193.54360191650002,0.08333333333333333,Oct,6,3,1,7,Returning_Visitor,True,True
0.5,13.28659028,0.7058823529411765,56.422916675,102.225,12735.5138471,0.075,0.020999999999999998,345.4843735145,0.08333333333333333,Aug,4,12,1,8,Other,True,False
2.5,13.28659028,0.7058823529411765,11.284583335,45.825,647.5685007,0.001,0.020999999999999998,1.8088187095000001,0.08333333333333333,Mar,3,2,2,1,Returning_Visitor,False,False
6.5,1953.12877116,20.47058823529412,1184.881250175,525.2249999999999,36479.69220609999,0.191,0.013000000000000001,9.044093547500001,0.08333333333333333,Sep,2,2,5,5,Returning_Visitor,False,False
2.5,2590.8851046,12.0,11.284583335,652.125,647.5685007,0.045,0.181,251.4258006205,0.08333333333333333,Mar,5,2,4,3,Returning_Visitor,False,False
1.5,13.28659028,3.5294117647058822,2110.2170836450005,609.825,647.5685007,0.001,0.14300000000000002,1.8088187095000001,0.08333333333333333,Nov,2,2,1,2,Returning_Visitor,False,False
6.5,1581.10424332,0.7058823529411765,394.9604167250001,348.975,215.85616689999998,0.003,0.007,5.4264561285,0.08333333333333333,May,2,4,1,2,Returning_Visitor,False,False
20.5,146.15249308,16.235294117647058,575.5137500850001,17.625,1079.2808344999999,0.057,0.051000000000000004,135.6614032125,0.08333333333333333,Sep,3,2,2,11,New_Visitor,True,False
2.5,39.85977084,0.7058823529411765,11.284583335,31.725,647.5685007,0.005,0.023,27.1322806425,0.08333333333333333,Dec,3,2,3,3,Returning_Visitor,False,False
4.5,13.28659028,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.101,0.028999999999999998,1.8088187095000001,0.08333333333333333,June,1,1,1,3,New_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,1079.2808344999999,0.005,0.199,1.8088187095000001,0.08333333333333333,Nov,2,2,4,1,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.007,0.067,1.8088187095000001,0.08333333333333333,Mar,3,2,7,4,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,1974.802083625,102.225,9281.815176699998,0.017,0.111,1.8088187095000001,0.08333333333333333,Aug,2,2,4,2,New_Visitor,False,False
14.5,13.28659028,7.764705882352942,146.69958335500002,17.625,1942.7055020999996,0.001,0.011,298.4550870675,0.08333333333333333,Oct,2,11,6,6,New_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.001,0.035,1.8088187095000001,0.08333333333333333,May,1,1,1,1,Returning_Visitor,False,False
21.5,119.57931252,16.235294117647058,1907.0945836150001,595.7249999999999,11440.376845699999,0.020999999999999998,0.019000000000000003,56.0733799945,0.9166666666666666,May,4,1,2,4,Other,False,True
0.5,13.28659028,0.7058823529411765,11.284583335,17.625,647.5685007,0.001,0.101,1.8088187095000001,0.08333333333333333,Mar,3,2,9,1,Returning_Visitor,False,False
0.5,2085.99467396,0.7058823529411765,801.2054167850001,497.025,25255.171527299997,0.191,0.045,1.8088187095000001,0.5833333333333333,Mar,8,2,3,6,Returning_Visitor,True,False
10.5,358.73793756,10.588235294117649,2042.5095836350001,10.575,22664.897524499997,0.109,0.033,189.92596449750002,0.41666666666666663,Mar,5,11,6,2,Returning_Visitor,True,True
0.5,1634.2506044400002,0.7058823529411765,801.2054167850001,3.525,215.85616689999998,0.097,0.005,1.8088187095000001,0.9166666666666666,Dec,2,3,6,6,Returning_Visitor,False,True
1.5,2298.58011844,0.7058823529411765,11.284583335,165.675,26982.020862499998,0.197,0.015,1.8088187095000001,0.08333333333333333,Nov,2,4,3,1,Returning_Visitor,True,True
5.5,13.28659028,0.7058823529411765,11.284583335,17.625,1510.9931683,0.001,0.009000000000000001,27.1322806425,0.08333333333333333,Dec,2,2,1,2,Returning_Visitor,False,False
2.5,13.28659028,0.7058823529411765,11.284583335,45.825,3237.8425034999996,0.001,0.020999999999999998,1.8088187095000001,0.08333333333333333,Mar,3,2,2,1,Returning_Visitor,False,False
5.5,1554.5310627600002,0.7058823529411765,11.284583335,3.525,8418.390509099998,0.001,0.179,1.8088187095000001,0.08333333333333333,Sep,3,2,3,3,New_Visitor,False,False
2.5,39.85977084,0.7058823529411765,11.284583335,31.725,40796.8155441,0.001,0.037000000000000005,1.8088187095000001,0.08333333333333333,Nov,2,2,3,3,Returning_Visitor,True,False
0.5,1448.23834052,0.7058823529411765,688.3595834350001,45.825,42523.66487929999,0.067,0.035,229.7199761065,0.41666666666666663,Nov,2,6,5,9,Returning_Visitor,False,False
