US1,US2,US3,US4,US5,US6,US7,US8,US9,US10,US11,US12,US13,US14,US15,US16,US17,US18,US19,US20,US21,US22,US23,US24,label
2.309,4.31386,0.8575149999999999,3.2800549999999995,4.8254,1.950565,3.20101,1.3462649999999998,1.6218249999999999,2.68545,1.954425,3.543755,3.3321500000000004,4.045999999999999,4.70724,0.8587199999999999,1.2289949999999998,0.79537,0.5497000000000001,3.6297249999999996,0.9575,4.2363800000000005,0.9924550000000001,1.1397950000000001,Move-Forward
3.827,2.6163,1.0854650000000001,4.9950849999999996,3.9718,3.117865,2.77355,2.230575,3.0311249999999994,2.4749499999999998,2.4193949999999997,1.6020949999999998,3.1206500000000004,4.7668,2.09492,0.62992,1.275265,2.7002300000000004,1.3419,2.932975,3.0827,2.89426,1.5020850000000001,3.636215,Slight-Right-Turn
2.585,1.33166,0.720745,4.116655,4.8642,2.339665,4.79427,2.483235,1.1658749999999998,1.84345,1.1512950000000002,2.530715,2.1477500000000003,4.9364,4.70724,2.8263999999999996,0.997645,3.81527,3.2525,4.744524999999999,4.145300000000001,2.24634,2.706665,4.237204999999999,Slight-Left-Turn
3.4589999999999996,3.85506,1.906085,2.234305,3.351,2.261845,4.79427,2.9885550000000003,2.5751749999999998,1.84345,1.9121550000000003,4.978895,3.7128500000000004,1.9684,4.30188,2.7348799999999995,1.414075,0.74891,1.4817,1.864625,1.0499,3.3570599999999997,3.818585,3.358835,Slight-Right-Turn
2.5389999999999997,3.9927,3.8664549999999998,2.861755,1.217,4.285165,4.94971,1.262045,1.2487749999999997,4.20105,3.983385,4.936684999999999,2.3592500000000003,1.5444,1.059,1.4535999999999998,4.514165,1.3528900000000001,4.4641,0.982075,4.884499999999999,3.3107800000000003,1.5020850000000001,2.2030849999999997,Move-Forward
1.849,0.82698,4.322355,3.991165,1.605,4.674265,3.58961,1.641035,3.9015749999999993,3.31695,3.814305,3.6281749999999997,3.3744500000000004,3.4524,1.37428,4.199199999999999,4.838055,2.7002300000000004,1.7147000000000001,1.400125,1.4195,3.77358,1.2241050000000002,3.821135,Slight-Left-Turn
3.367,4.635020000000001,4.915025,3.029075,4.2822000000000005,4.440805,1.9574900000000002,2.020025,3.3212749999999995,2.09605,4.448355,1.348835,1.8516500000000002,0.866,2.8606,1.5908799999999998,1.367805,3.1648300000000003,1.2953000000000001,4.001325,3.6370999999999998,4.32894,2.9383150000000002,3.497525,Slight-Right-Turn
2.6310000000000002,2.2492600000000005,4.550305,4.409464999999999,3.0406000000000004,4.829905,3.55075,1.135715,1.497475,1.04355,4.828785,1.137785,4.38965,0.8236,4.346919999999999,4.33648,2.385745,4.883850000000001,0.9691000000000001,2.561375,2.2973,2.75542,4.930505,1.463405,Sharp-Right-Turn
3.183,4.8185400000000005,1.5869550000000001,4.534955,4.7866,3.740425,1.8020500000000002,3.5780950000000002,3.8601249999999996,4.91675,4.701975,4.134695000000001,3.3321500000000004,3.9188,0.78876,2.09424,0.627485,4.41925,2.0875000000000004,2.793625,2.2511,1.4133,2.660335,1.278485,Move-Forward
3.229,2.52454,2.361985,4.367635,2.8078000000000003,1.211275,4.2113700000000005,4.462405,4.730574999999999,4.07475,1.9966949999999999,0.884525,1.3440500000000002,4.0884,1.10404,2.87216,2.8947149999999997,4.09403,1.6681000000000004,4.233575,1.0499,3.3570599999999997,3.679595,4.514585,Sharp-Right-Turn
4.7010000000000005,3.85506,1.632545,4.9114249999999995,1.4498000000000002,3.429145,4.44453,2.146355,4.772024999999999,4.62205,2.7152849999999997,1.433255,4.1781500000000005,4.470000000000001,3.4461199999999996,4.428,4.560435,1.81749,1.9943,0.796275,3.3598999999999997,3.8661399999999997,4.791515,4.607044999999999,Slight-Left-Turn
1.251,1.74458,3.775275,4.242145000000001,4.6702,4.635355000000001,1.41345,1.6831450000000001,1.3316749999999997,2.3907499999999997,2.588475,3.7970149999999996,2.9514500000000004,3.5372,4.97748,0.8129599999999999,4.051465,4.93031,1.7147000000000001,1.725275,0.7727,4.467779999999999,0.668145,3.451295,Sharp-Right-Turn
3.9189999999999996,2.3410200000000003,1.9516749999999998,1.355875,2.0318000000000005,3.001135,3.16215,4.9256150000000005,4.772024999999999,1.38035,2.842095,3.1216549999999996,1.2171500000000002,4.258,1.32924,1.5451199999999998,1.7842349999999998,3.81527,1.2953000000000001,2.4684749999999998,2.5744999999999996,4.14382,1.6410750000000003,1.509635,Move-Forward
4.7010000000000005,1.8363400000000003,3.775275,2.652605,3.5062,2.650945,4.79427,1.8936950000000001,1.8705249999999998,1.71715,2.2503150000000005,3.037235,4.3473500000000005,3.0707999999999998,3.40108,3.9246399999999992,2.940985,1.91041,1.2953000000000001,3.165225,1.0037,4.09754,1.085115,0.8624149999999999,Sharp-Right-Turn
1.021,3.21274,1.176645,2.736265,4.127,2.378575,2.89013,3.6202050000000003,2.9067749999999997,1.2961500000000001,2.630745,4.599005,4.05125,2.986,0.96892,3.1467199999999993,0.48867499999999997,1.07413,2.1807,4.883875,2.4358999999999997,4.97686,2.7529950000000003,3.682445,Sharp-Right-Turn
2.125,4.35974,1.176645,1.104895,4.6702,3.351325,4.05593,3.1991050000000003,2.6166249999999995,4.28525,2.2503150000000005,2.108615,2.2323500000000003,4.6396,1.9598,4.199199999999999,1.4603449999999998,0.9812099999999999,2.2739000000000003,4.4193750000000005,1.8353,1.7835400000000001,2.614005,4.653275,Slight-Right-Turn
4.287000000000001,1.5151800000000002,1.5413649999999999,0.9794049999999999,4.2434,3.156775,4.28909,2.862225,3.0725749999999996,1.21195,3.687495,1.348835,3.9243500000000004,1.5444,4.391959999999999,0.8587199999999999,1.506615,3.1183700000000005,1.4817,4.465825000000001,0.5879,2.75542,1.965385,3.451295,Sharp-Right-Turn
4.333,1.6528200000000002,3.364965,3.1545650000000003,1.1394000000000002,4.674265,2.30723,3.914975,3.0311249999999994,3.94845,3.645225,4.978895,1.5555500000000002,1.6716,1.77964,4.47376,4.699245,0.88829,2.1341,1.400125,3.5908999999999995,1.73726,2.475015,3.405065,Move-Forward
2.9989999999999997,1.5610600000000001,0.948695,4.451295,3.739,3.001135,4.05593,2.188465,3.8601249999999996,4.20105,0.813135,3.585965,2.0208500000000003,1.0779999999999998,4.25684,2.5518399999999994,3.218605,4.51217,1.7147000000000001,1.957525,4.0991,4.28266,4.976835,2.156855,Move-Forward
1.803,3.6715400000000002,4.185585,2.778095,3.7002,1.639285,2.42381,3.1991050000000003,1.5389249999999999,3.9063499999999998,1.235835,4.008065,2.6553500000000003,1.502,1.8246799999999999,1.6824,2.6633649999999998,0.42369,1.9477000000000002,2.0039749999999996,3.4522999999999997,1.7835400000000001,1.780065,4.976884999999999,Sharp-Right-Turn
0.745,3.9009400000000003,1.814905,3.3637149999999996,4.747800000000001,3.740425,1.4523100000000002,1.809475,1.3316749999999997,4.15895,4.321545,4.008065,4.72805,2.3076,2.45524,3.5127999999999995,1.969315,3.35067,1.9477000000000002,0.42467499999999997,0.5417,4.97686,2.7529950000000003,2.480465,Sharp-Right-Turn
1.481,2.9374599999999997,2.042855,1.230385,4.5926,1.133455,4.91085,4.630845000000001,3.652875,0.95935,4.152465,1.939775,3.0360500000000004,1.502,4.07668,1.4535999999999998,1.414075,1.67811,3.9049,2.932975,2.2511,4.2363800000000005,3.030975,1.0011050000000001,Slight-Left-Turn
3.1369999999999996,3.3045,4.595895,4.409464999999999,2.8078000000000003,2.067295,3.35645,3.3675450000000002,3.5285249999999997,4.1168499999999995,2.461665,4.599005,4.81265,4.258,4.8873999999999995,4.70256,4.421625000000001,4.74447,2.7865,1.632375,3.3137,1.08934,0.390165,3.220145,Slight-Right-Turn
1.067,3.85506,3.364965,4.869595,1.6826000000000003,4.324075000000001,3.8227700000000002,1.0936050000000002,4.398974999999999,2.3907499999999997,3.307065,1.7709350000000001,2.8668500000000003,1.0356,3.17588,2.8263999999999996,2.2469349999999997,1.67811,4.3243,4.744524999999999,2.1125,1.27446,4.050235000000001,3.728675,Slight-Right-Turn
1.159,0.7811,3.456145,3.4473749999999996,2.8854,1.444735,2.30723,3.535985,4.689124999999999,1.59085,2.2503150000000005,2.277455,1.8093500000000002,3.2403999999999997,3.9865999999999993,3.9703999999999997,0.951375,4.605090000000001,0.7827000000000001,2.0039749999999996,2.5282999999999998,1.73726,1.965385,3.266375,Move-Forward
3.091,2.7080599999999997,4.231175,2.192475,2.6526000000000005,2.495305,2.5403900000000004,4.588735,1.0829749999999998,4.07475,4.025655,2.8683949999999996,2.4861500000000003,4.5548,3.40108,1.27056,1.414075,3.39713,1.3419,4.930325,1.6042999999999998,0.44142,1.131445,4.0522849999999995,Move-Forward
4.931000000000001,1.97398,2.225215,1.188555,3.1958,2.145115,3.27873,4.378185,4.150275,2.64335,1.278105,3.3749149999999997,1.3863500000000002,1.4172,2.45524,2.09424,3.681305,0.74891,2.1341,4.744524999999999,3.4060999999999995,2.1537800000000002,1.2241050000000002,4.006055,Move-Forward
3.8729999999999998,1.0105,4.550305,3.1963950000000003,3.4674000000000005,4.401895,2.50153,1.177825,1.3316749999999997,2.5170500000000002,4.321545,4.683425,2.3592500000000003,1.502,3.0858,1.36208,3.820115,3.53651,4.044700000000001,0.982075,3.9143,1.1819,4.745185,2.711615,Slight-Left-Turn
0.745,2.9374599999999997,2.635525,2.861755,3.6226000000000003,4.285165,1.2968700000000002,3.7886450000000003,4.8134749999999995,4.62205,1.5317250000000002,3.1216549999999996,2.6976500000000003,1.4596,1.32924,1.4078399999999998,4.051465,0.93475,3.6719,1.400125,1.0499,2.06122,2.058045,2.757845,Slight-Right-Turn
0.469,1.6528200000000002,3.364965,3.2800549999999995,1.4498000000000002,2.534215,1.5688900000000001,1.809475,1.207325,5.00095,4.744245,3.7970149999999996,4.05125,2.4772,2.72548,4.61104,2.987255,2.00333,1.2487,2.700725,4.7921,2.8479799999999997,4.328215,0.908645,Sharp-Right-Turn
3.1369999999999996,3.6715400000000002,4.869434999999999,3.3637149999999996,1.6438000000000001,4.635355000000001,3.27873,5.009835000000001,3.6114249999999997,3.35905,3.814305,2.150825,1.9362500000000002,3.4099999999999997,0.96892,3.0551999999999992,0.581215,4.41925,1.0157000000000003,1.9110749999999999,2.6207,4.74546,0.9924550000000001,4.884425,Sharp-Right-Turn
2.769,3.48802,4.0032250000000005,1.104895,3.8554000000000004,3.001135,1.8020500000000002,2.230575,1.373125,4.1168499999999995,1.1512950000000002,2.193035,1.9785500000000003,4.2156,2.77052,1.4078399999999998,1.2289949999999998,4.04757,1.6681000000000004,4.233575,1.3733,0.53398,4.374545,2.896535,Sharp-Right-Turn
1.389,0.96462,3.820865,1.857835,3.0794,2.650945,4.91085,1.472595,4.937824999999999,3.48535,0.939945,1.6020949999999998,1.0056500000000002,3.4099999999999997,4.70724,4.79408,0.905105,2.5608500000000003,2.2273,1.8181749999999999,4.9307,2.1075,0.48282499999999995,4.699505,Move-Forward
0.791,2.2492600000000005,2.954655,1.816005,1.605,3.390235,3.6673299999999998,4.378185,4.606224999999999,2.55915,1.235835,3.459335,3.6282500000000004,1.7564,0.69868,4.428,4.190275,0.88829,3.3923,0.378225,1.2347000000000001,3.8661399999999997,0.668145,3.728675,Sharp-Right-Turn
3.735,4.8185400000000005,4.869434999999999,3.4473749999999996,4.5926,1.794925,2.1906499999999998,3.283325,1.7876249999999998,1.38035,4.997865,3.2482849999999996,2.9091500000000003,4.894,2.77052,0.7671999999999999,2.385745,0.9812099999999999,2.6001000000000003,4.837425,4.514899999999999,1.6447,3.9575750000000003,3.081455,Move-Forward
3.367,2.6163,4.641484999999999,4.576784999999999,1.1394000000000002,1.989475,2.1129300000000004,3.6202050000000003,4.067374999999999,4.28525,1.278105,1.7287249999999998,4.9395500000000006,3.7068,2.27508,3.5127999999999995,0.720025,3.95465,4.4641,1.2607749999999998,0.49549999999999994,2.8017000000000003,4.096565,1.232255,Sharp-Right-Turn
3.091,4.497380000000001,3.5017349999999996,3.782015,4.0494,3.779335,4.6388300000000005,1.6831450000000001,1.414575,4.95885,2.7998250000000002,4.345745,1.3863500000000002,1.6292,1.37428,4.61104,2.0155849999999997,1.67811,4.6039,4.233575,4.2839,1.36702,2.7529950000000003,4.329665,Move-Forward
0.745,3.9009400000000003,1.814905,3.3637149999999996,4.747800000000001,3.740425,1.4523100000000002,1.809475,1.3316749999999997,4.15895,4.321545,4.008065,4.72805,2.3076,2.45524,3.5127999999999995,1.969315,3.35067,1.9477000000000002,0.42467499999999997,0.5417,4.97686,2.7529950000000003,2.480465,Sharp-Right-Turn
2.6310000000000002,4.176220000000001,4.4135349999999995,1.397705,1.605,2.534215,1.8797700000000002,3.7886450000000003,2.5751749999999998,2.18025,3.011175,2.657345,2.6130500000000003,1.0779999999999998,4.93244,4.83984,0.951375,2.51439,0.5963,2.886525,4.514899999999999,1.9223800000000002,4.281885,3.173915,Slight-Right-Turn
1.711,0.82698,1.3590049999999998,1.648685,4.2046,4.907725,2.3460900000000002,2.651675,3.9015749999999993,2.64335,1.0667550000000001,1.0955750000000002,2.3169500000000003,3.1556,2.3651599999999995,3.6043199999999995,2.524555,2.46793,2.2273,4.698074999999999,4.1915,3.7273,3.216295,1.463405,Sharp-Right-Turn
3.551,4.497380000000001,3.5017349999999996,3.4892049999999997,4.3986,4.635355000000001,3.23987,3.4096550000000003,2.0363249999999997,2.68545,3.518415,3.9236449999999996,1.0902500000000002,2.3076,2.23004,2.78064,4.421625000000001,4.93031,2.5534999999999997,1.214325,2.2049,0.44142,1.8263950000000002,4.468355,Slight-Left-Turn
4.931000000000001,1.05638,1.9516749999999998,1.5650249999999999,2.3422,4.790995000000001,1.49117,5.051945,4.2746249999999995,4.03265,1.573995,4.345745,2.2746500000000003,1.7988,4.436999999999999,3.9246399999999992,4.8843250000000005,0.37722999999999995,3.0195,2.329125,0.9575,4.74546,0.575485,1.879475,Move-Forward
2.953,2.9374599999999997,3.957635,1.021235,2.3034,1.522555,4.28909,2.314795,4.357524999999999,3.1906499999999998,3.8565750000000003,2.150825,2.2323500000000003,3.6644,3.94156,2.6433599999999995,1.5528849999999998,4.883850000000001,2.2273,2.4684749999999998,2.2511,0.9505000000000001,3.123635,3.035225,Slight-Left-Turn
3.1369999999999996,4.956180000000001,0.675155,3.238225,3.739,2.806585,2.81241,4.841395,4.854925,2.22235,2.884365,4.176905,1.0902500000000002,2.6044,3.94156,4.51952,4.375355,2.23563,0.8293,2.143325,1.4195,4.69918,2.475015,3.312605,Move-Forward
2.815,2.06574,1.997265,4.869595,1.1782,3.818245,2.46267,4.336074999999999,4.9792749999999995,3.56955,4.617435,3.585965,4.64345,1.4172,4.97748,4.15344,0.627485,1.63165,0.7827000000000001,3.304575,2.0201000000000002,3.7273,3.5406050000000002,1.787015,Sharp-Right-Turn
4.977,0.6434599999999999,2.772295,2.025155,4.0882000000000005,4.207345,4.79427,2.862225,3.7357749999999994,2.72755,1.278105,1.137785,3.5013500000000004,1.4596,0.7437199999999999,1.8654399999999998,3.912655,3.3042100000000003,1.2021000000000002,4.837425,4.2377,4.83802,3.5869350000000004,1.787015,Move-Forward
2.6769999999999996,1.1481400000000002,1.632545,2.025155,1.5662000000000003,2.534215,1.5688900000000001,4.336074999999999,1.207325,3.1906499999999998,1.0667550000000001,3.7970149999999996,4.05125,1.4596,2.72548,4.61104,3.7738449999999997,1.07413,2.3670999999999998,0.9356249999999999,3.4522999999999997,1.1819,1.965385,4.791964999999999,Sharp-Right-Turn
3.505,4.08446,4.048814999999999,2.652605,3.351,3.390235,2.2295100000000003,3.746535,4.689124999999999,4.87465,4.025655,4.134695000000001,1.3863500000000002,2.0108,2.3651599999999995,0.7214399999999999,3.496225,3.8617300000000006,3.5321,1.446575,2.4358999999999997,3.0331,3.216295,3.867365,Slight-Left-Turn
4.333,1.5151800000000002,4.915025,3.865675,1.2558000000000002,4.752085,1.84091,4.0834150000000005,1.5389249999999999,0.8751500000000001,4.871055,1.813145,3.2898500000000004,3.6220000000000003,4.8873999999999995,2.0484799999999996,3.727575,1.58519,1.1089000000000002,2.0039749999999996,4.2377,4.791740000000001,1.965385,0.677495,Sharp-Right-Turn
3.643,4.4515,4.185585,3.029075,4.3986,2.923315,4.79427,2.651675,4.647675,0.8330500000000001,4.701975,3.712595,3.4167500000000004,4.5548,3.8514799999999996,1.1790399999999999,2.0618549999999995,4.27987,3.4855,3.443925,1.1885,4.93058,2.9846450000000004,1.555865,Slight-Right-Turn
4.609,2.6163,3.2737849999999997,2.819925,4.3598,4.829905,4.6388300000000005,3.451765,2.4508249999999996,3.65375,2.7998250000000002,1.348835,2.3169500000000003,3.198,1.01396,4.61104,0.442405,2.14271,1.5283000000000002,3.815525,1.5119,4.56034,3.308955,4.006055,Sharp-Right-Turn
4.241,1.8363400000000003,4.732664999999999,4.618615,4.1658,3.078955,4.67769,3.4096550000000003,4.854925,2.05395,3.687495,1.517675,3.6282500000000004,1.1204,4.16676,3.5127999999999995,2.385745,2.28209,4.4641,2.0504249999999997,4.5611,4.97686,3.8649150000000003,3.312605,Slight-Right-Turn
2.953,3.48802,3.456145,1.021235,3.8166,1.483645,2.57925,3.283325,1.041525,1.38035,4.701975,1.306625,3.2475500000000004,2.2652,4.97748,1.27056,4.976865,4.65155,4.7903,4.930325,2.5744999999999996,1.22818,1.5484149999999999,1.324715,Slight-Right-Turn
3.7809999999999997,0.5058199999999999,4.915025,1.021235,1.605,3.934975,3.43417,4.672955,3.818675,2.85385,1.9121550000000003,2.741765,1.5132500000000002,3.7916000000000003,4.12172,3.6043199999999995,1.136455,2.79315,1.1555,4.140675,0.5417,3.2645,0.48282499999999995,1.232255,Slight-Right-Turn
0.6990000000000001,0.6893400000000001,2.4987549999999996,3.5728649999999997,1.7214,4.168435000000001,2.50153,1.0936050000000002,1.6632749999999998,2.76965,4.194735,1.7287249999999998,4.55885,4.1732,4.346919999999999,3.0094399999999997,3.588765,4.883850000000001,4.2777,2.607825,4.5611,1.08934,2.3360250000000002,4.006055,Move-Forward
4.517,2.20338,3.182605,1.816005,1.1782,3.468055,3.97821,1.3041550000000002,1.497475,3.48535,4.321545,2.8261849999999997,4.22045,0.866,1.77964,1.36208,2.987255,1.81749,3.5321,2.375575,4.9307,4.2363800000000005,4.467205,0.954875,Move-Forward
4.655,1.10226,3.6840949999999997,3.238225,4.2434,4.752085,4.87199,2.651675,4.523325,4.91675,3.095715,2.530715,0.92105,2.9436,2.45524,0.996,3.264875,4.09403,4.7437000000000005,4.001325,4.9307,3.3570599999999997,1.270435,4.422124999999999,Move-Forward
1.251,2.1116200000000003,1.5413649999999999,1.314045,4.7866,1.717105,1.41345,3.872865,3.3627249999999993,4.49575,4.194735,4.303535,1.6824500000000002,0.8236,1.9147599999999998,1.8196799999999997,4.791785,3.9081900000000003,3.0195,0.42467499999999997,0.7265,1.7835400000000001,1.965385,1.463405,Slight-Left-Turn
2.401,3.02922,1.4501849999999998,2.3597949999999996,4.0494,1.444735,4.44453,4.0834150000000005,1.8705249999999998,4.87465,4.913325,3.712595,3.9666500000000005,2.5196,2.1849999999999996,1.04176,2.154395,4.51217,1.6215000000000002,3.722625,2.2973,4.514060000000001,3.7722550000000004,1.694555,Move-Forward
2.2169999999999996,3.5797800000000004,2.544345,2.192475,3.2346000000000004,4.868815,1.5688900000000001,4.336074999999999,2.077775,3.65375,4.490625,2.0241949999999997,4.30505,3.5372,2.50028,1.1790399999999999,1.969315,3.02545,1.9943,4.326475,4.653499999999999,4.69918,4.837845,3.913595,Sharp-Right-Turn
1.435,2.4786599999999996,4.915025,3.238225,4.2434,3.623695,4.71655,1.851585,3.7357749999999994,3.40115,3.349335,1.7287249999999998,1.5132500000000002,3.6644,4.70724,1.9569599999999998,0.905105,4.00111,3.0661,2.375575,3.6833,0.58026,3.818585,1.740785,Slight-Right-Turn
4.793000000000001,4.864420000000001,2.407575,1.397705,3.5062,2.495305,3.23987,4.167635000000001,4.481875,2.76965,1.5317250000000002,2.446295,3.1206500000000004,0.866,4.12172,3.46704,1.691695,4.09403,4.8369,2.654275,3.1750999999999996,2.7091399999999997,4.698855,3.081455,Slight-Left-Turn
2.907,3.0751,2.817885,1.606855,3.8942,3.195685,3.6673299999999998,4.0413049999999995,4.647675,4.28525,1.616265,1.517675,4.6011500000000005,2.6892,2.1849999999999996,3.6958399999999996,2.802175,3.1648300000000003,0.40990000000000004,4.372925,2.9902999999999995,0.76538,3.679595,2.665385,Slight-Right-Turn
4.471,4.910300000000001,2.817885,2.819925,1.799,3.468055,4.67769,1.051495,4.937824999999999,0.8751500000000001,1.278105,0.9267350000000001,4.72805,4.894,1.059,4.06192,2.940985,1.21351,4.2311000000000005,2.654275,2.8979,1.7835400000000001,1.5020850000000001,3.682445,Slight-Left-Turn
0.653,4.0385800000000005,3.410555,1.857835,3.157,1.911655,3.55075,2.820115,3.8601249999999996,3.40115,3.391605,2.910605,1.8939500000000002,4.7668,2.09492,2.41456,0.581215,4.605090000000001,4.5107,2.4220249999999997,4.9307,2.24634,4.745185,1.463405,Slight-Right-Turn
4.517,1.6987,4.048814999999999,2.3597949999999996,4.5538,1.989475,3.23987,3.6623150000000004,1.6632749999999998,2.01185,1.320375,2.404085,4.9395500000000006,3.4099999999999997,3.6262799999999995,2.3230399999999998,1.830505,1.53873,4.9301,3.025875,4.422499999999999,2.5703,3.9575750000000003,3.728675,Sharp-Right-Turn
