age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
17.514084507042256,Private,63819.700000000004,Some-college,9.90625,Never-married,Adm-clerical,Other-relative,White,Male,499.995,24.75,12.184782608695652,United-States,<=50K
44.24647887323944,Private,255234.30000000002,10th,6.15625,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,499.995,24.75,50.53260869565217,United-States,<=50K
38.0774647887324,Self-emp-not-inc,122716.5,Bachelors,12.71875,Married-civ-spouse,Farming-fishing,Husband,White,Male,499.995,24.75,60.11956521739131,United-States,<=50K
30.880281690140844,Private,152164.90000000002,HS-grad,8.96875,Married-civ-spouse,Transport-moving,Husband,Black,Male,499.995,24.75,39.8804347826087,United-States,<=50K
21.62676056338028,Private,152164.90000000002,Some-college,9.90625,Never-married,Adm-clerical,Not-in-family,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
46.30281690140845,Local-gov,225785.90000000002,Bachelors,12.71875,Married-civ-spouse,Exec-managerial,Husband,Black,Male,499.995,24.75,46.27173913043478,Philippines,>50K
53.5,Private,152164.90000000002,9th,5.21875,Married-civ-spouse,Sales,Husband,White,Male,499.995,24.75,50.53260869565217,United-States,<=50K
24.7112676056338,?,240510.1,11th,7.09375,Never-married,?,Own-child,White,Male,2499.9750000000004,24.75,34.55434782608695,United-States,<=50K
59.66901408450704,Private,166889.1,HS-grad,8.96875,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,1856.25,39.8804347826087,Canada,<=50K
19.570422535211268,?,196337.5,Some-college,9.90625,Never-married,?,Not-in-family,White,Male,499.995,24.75,30.29347826086957,United-States,<=50K
54.52816901408451,Private,152164.90000000002,11th,7.09375,Married-civ-spouse,Sales,Other-relative,White,Female,499.995,24.75,19.641304347826086,United-States,<=50K
44.24647887323944,Private,225785.90000000002,Assoc-voc,10.84375,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,>50K
54.52816901408451,Private,78543.9,Bachelors,12.71875,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,499.995,24.75,39.8804347826087,Philippines,>50K
65.83802816901408,Self-emp-inc,314131.1,HS-grad,8.96875,Married-civ-spouse,Exec-managerial,Husband,White,Male,499.995,24.75,60.11956521739131,United-States,<=50K
47.33098591549296,Private,93268.1,11th,7.09375,Never-married,Adm-clerical,Own-child,White,Male,499.995,24.75,45.20652173913044,United-States,<=50K
43.21830985915493,Private,476097.30000000005,Some-college,9.90625,Divorced,Handlers-cleaners,Not-in-family,White,Male,499.995,24.75,44.14130434782609,United-States,<=50K
60.69718309859155,Self-emp-inc,34371.3,HS-grad,8.96875,Never-married,Exec-managerial,Not-in-family,White,Male,499.995,24.75,54.79347826086957,Germany,<=50K
28.823943661971832,Private,152164.90000000002,Assoc-voc,10.84375,Never-married,Machine-op-inspct,Not-in-family,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
64.80985915492958,Private,107992.30000000002,Some-college,9.90625,Never-married,Other-service,Own-child,White,Female,499.995,24.75,51.59782608695653,Greece,<=50K
31.90845070422535,Private,122716.5,Bachelors,12.71875,Married-civ-spouse,Protective-serv,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
58.64084507042253,Private,196337.5,Bachelors,12.71875,Married-civ-spouse,Sales,Husband,White,Male,15499.845000000001,24.75,65.44565217391305,United-States,>50K
29.852112676056336,Local-gov,107992.30000000002,Masters,13.65625,Married-civ-spouse,Adm-clerical,Wife,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
40.13380281690141,Self-emp-not-inc,122716.5,Prof-school,14.59375,Married-civ-spouse,Prof-specialty,Husband,White,Male,99499.005,24.75,30.29347826086957,United-States,>50K
70.97887323943662,Private,78543.9,Bachelors,12.71875,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,34.55434782608695,United-States,<=50K
53.5,Private,387752.1,HS-grad,8.96875,Divorced,Exec-managerial,Not-in-family,Black,Female,499.995,24.75,39.8804347826087,United-States,<=50K
19.570422535211268,Private,446648.9,HS-grad,8.96875,Never-married,Handlers-cleaners,Own-child,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
43.21830985915493,Private,284682.7,Doctorate,15.53125,Married-civ-spouse,Prof-specialty,Husband,White,Male,499.995,24.75,50.53260869565217,United-States,>50K
45.27464788732394,Private,93268.1,Assoc-voc,10.84375,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,499.995,24.75,60.11956521739131,United-States,<=50K
37.04929577464789,Private,181613.30000000002,HS-grad,8.96875,Never-married,Machine-op-inspct,Not-in-family,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
17.514084507042256,Federal-gov,269958.5,11th,7.09375,Never-married,Sales,Unmarried,White,Female,499.995,24.75,19.641304347826086,United-States,<=50K
18.54225352112676,Self-emp-not-inc,34371.3,HS-grad,8.96875,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,499.995,24.75,19.641304347826086,Mexico,<=50K
36.02112676056338,Private,34371.3,HS-grad,8.96875,Divorced,Adm-clerical,Unmarried,White,Female,499.995,24.75,19.641304347826086,United-States,<=50K
38.0774647887324,?,137440.7,7th-8th,10.84375,Married-civ-spouse,?,Husband,White,Male,499.995,24.75,22.836956521739133,United-States,>50K
18.54225352112676,Private,181613.30000000002,Some-college,9.90625,Never-married,Other-service,Not-in-family,White,Female,499.995,24.75,30.29347826086957,United-States,<=50K
28.823943661971832,Private,181613.30000000002,Some-college,9.90625,Never-married,Handlers-cleaners,Not-in-family,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
26.767605633802816,Private,240510.1,Prof-school,14.59375,Married-civ-spouse,Transport-moving,Husband,White,Male,499.995,24.75,45.20652173913044,United-States,<=50K
32.936619718309856,Private,122716.5,Assoc-voc,10.84375,Never-married,Adm-clerical,Unmarried,Black,Female,499.995,24.75,32.423913043478265,United-States,<=50K
32.936619718309856,Private,520269.9,HS-grad,8.96875,Married-civ-spouse,Prof-specialty,Husband,White,Male,499.995,24.75,37.75,United-States,<=50K
33.96478873239437,Private,107992.30000000002,Bachelors,12.71875,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,499.995,24.75,39.8804347826087,United-States,<=50K
24.7112676056338,Private,269958.5,Bachelors,12.71875,Married-civ-spouse,Adm-clerical,Husband,Black,Male,499.995,24.75,39.8804347826087,United-States,<=50K
49.38732394366197,Private,122716.5,HS-grad,8.96875,Married-civ-spouse,Transport-moving,Husband,Black,Male,499.995,24.75,39.8804347826087,United-States,<=50K
24.7112676056338,Private,196337.5,HS-grad,8.96875,Married-civ-spouse,Transport-moving,Husband,White,Male,499.995,24.75,60.11956521739131,Mexico,<=50K
32.936619718309856,Private,387752.1,HS-grad,8.96875,Married-civ-spouse,Sales,Husband,Black,Male,499.995,24.75,60.11956521739131,United-States,>50K
29.852112676056336,Private,49095.5,11th,7.09375,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
46.30281690140845,Private,122716.5,Bachelors,12.71875,Married-civ-spouse,Prof-specialty,Husband,White,Male,7499.925,24.75,39.8804347826087,United-States,>50K
21.62676056338028,?,63819.700000000004,Some-college,9.90625,Never-married,?,Own-child,White,Male,499.995,24.75,10.054347826086957,United-States,<=50K
47.33098591549296,Self-emp-not-inc,34371.3,Some-college,9.90625,Separated,Sales,Not-in-family,Asian-Pac-Islander,Male,499.995,24.75,50.53260869565217,Germany,<=50K
61.72535211267605,Private,314131.1,Bachelors,12.71875,Married-civ-spouse,Sales,Husband,White,Male,499.995,24.75,42.01086956521739,United-States,>50K
20.598591549295776,Local-gov,373027.9,HS-grad,8.96875,Divorced,Adm-clerical,Not-in-family,White,Female,2499.9750000000004,24.75,34.55434782608695,United-States,<=50K
40.13380281690141,Private,181613.30000000002,HS-grad,8.96875,Never-married,Farming-fishing,Unmarried,White,Male,499.995,24.75,34.55434782608695,United-States,<=50K
23.683098591549296,Private,93268.1,Some-college,9.90625,Divorced,Craft-repair,Not-in-family,White,Female,499.995,24.75,30.29347826086957,Italy,<=50K
46.30281690140845,Private,166889.1,Bachelors,12.71875,Married-civ-spouse,Tech-support,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
45.27464788732394,Private,63819.700000000004,HS-grad,8.96875,Married-civ-spouse,Sales,Husband,White,Male,4499.955,24.75,39.8804347826087,United-States,<=50K
38.0774647887324,Private,166889.1,Some-college,9.90625,Divorced,Exec-managerial,Unmarried,Black,Female,499.995,24.75,48.402173913043484,United-States,<=50K
50.41549295774648,Private,166889.1,HS-grad,8.96875,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,>50K
51.443661971830984,Private,255234.30000000002,Some-college,9.90625,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
72.00704225352112,Self-emp-not-inc,196337.5,Some-college,9.90625,Widowed,Farming-fishing,Not-in-family,White,Female,499.995,24.75,16.445652173913047,United-States,<=50K
32.936619718309856,Self-emp-not-inc,122716.5,Some-college,9.90625,Divorced,Sales,Unmarried,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
22.654929577464788,Private,255234.30000000002,HS-grad,8.96875,Never-married,Handlers-cleaners,Own-child,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
52.47183098591549,Private,78543.9,Bachelors,12.71875,Married-civ-spouse,Exec-managerial,Husband,White,Male,499.995,24.75,45.20652173913044,United-States,>50K
48.35915492957746,Private,211061.7,Assoc-voc,9.90625,Divorced,Exec-managerial,Not-in-family,White,Female,499.995,2004.75,39.8804347826087,United-States,<=50K
33.96478873239437,Private,49095.5,Assoc-voc,10.84375,Divorced,Other-service,Unmarried,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
17.514084507042256,Private,431924.70000000007,11th,7.09375,Never-married,Other-service,Own-child,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
42.19014084507042,Private,122716.5,Bachelors,12.71875,Divorced,Prof-specialty,Not-in-family,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
44.24647887323944,Private,181613.30000000002,Some-college,9.90625,Divorced,Other-service,Unmarried,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
49.38732394366197,Private,196337.5,Bachelors,12.71875,Divorced,Tech-support,Not-in-family,White,Female,499.995,24.75,45.20652173913044,United-States,<=50K
57.61267605633803,Private,255234.30000000002,HS-grad,8.96875,Married-civ-spouse,Transport-moving,Husband,White,Male,499.995,24.75,37.75,United-States,<=50K
54.52816901408451,Private,181613.30000000002,HS-grad,8.96875,Married-civ-spouse,Craft-repair,Husband,White,Male,5499.945,24.75,39.8804347826087,United-States,<=50K
63.78169014084507,Private,255234.30000000002,HS-grad,8.96875,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
49.38732394366197,Private,137440.7,HS-grad,8.96875,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
33.96478873239437,?,166889.1,HS-grad,8.96875,Married-civ-spouse,?,Wife,White,Female,499.995,24.75,30.29347826086957,United-States,>50K
36.02112676056338,Private,122716.5,HS-grad,8.96875,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,499.995,24.75,37.75,Haiti,<=50K
40.13380281690141,Private,166889.1,Assoc-voc,10.84375,Divorced,Adm-clerical,Not-in-family,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
27.795774647887324,Private,181613.30000000002,Some-college,9.90625,Never-married,Tech-support,Unmarried,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
37.04929577464789,Private,78543.9,11th,7.09375,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
67.89436619718309,?,181613.30000000002,Bachelors,12.71875,Married-civ-spouse,?,Wife,White,Female,499.995,24.75,10.054347826086957,England,<=50K
21.62676056338028,Private,137440.7,Some-college,9.90625,Never-married,Other-service,Other-relative,White,Female,499.995,24.75,30.29347826086957,United-States,<=50K
24.7112676056338,Private,181613.30000000002,11th,7.09375,Never-married,Craft-repair,Not-in-family,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
55.55633802816901,Private,225785.90000000002,Bachelors,12.71875,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
38.0774647887324,Private,107992.30000000002,HS-grad,8.96875,Married-civ-spouse,Sales,Wife,White,Female,499.995,24.75,34.55434782608695,United-States,>50K
22.654929577464788,Private,49095.5,Some-college,9.90625,Never-married,Exec-managerial,Not-in-family,White,Male,499.995,24.75,24.967391304347828,United-States,<=50K
44.24647887323944,Private,255234.30000000002,Bachelors,12.71875,Never-married,Tech-support,Not-in-family,White,Male,499.995,24.75,39.8804347826087,United-States,>50K
20.598591549295776,Private,196337.5,Some-college,9.90625,Never-married,Adm-clerical,Own-child,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
43.21830985915493,Private,181613.30000000002,HS-grad,8.96875,Married-civ-spouse,Sales,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
26.767605633802816,Private,107992.30000000002,11th,7.09375,Never-married,Transport-moving,Other-relative,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
61.72535211267605,State-gov,152164.90000000002,HS-grad,8.96875,Divorced,Protective-serv,Own-child,White,Female,499.995,24.75,2.5978260869565215,United-States,<=50K
46.30281690140845,Private,225785.90000000002,HS-grad,8.96875,Separated,Sales,Unmarried,Black,Female,499.995,24.75,30.29347826086957,United-States,<=50K
27.795774647887324,State-gov,196337.5,Assoc-acdm,11.78125,Never-married,Transport-moving,Not-in-family,White,Female,499.995,2450.25,39.8804347826087,United-States,<=50K
21.62676056338028,Private,107992.30000000002,Assoc-voc,10.84375,Never-married,Craft-repair,Own-child,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
59.66901408450704,Private,181613.30000000002,9th,5.21875,Married-civ-spouse,Farming-fishing,Husband,White,Male,499.995,24.75,65.44565217391305,United-States,<=50K
61.72535211267605,?,122716.5,Assoc-acdm,11.78125,Never-married,?,Own-child,White,Male,499.995,24.75,19.641304347826086,United-States,<=50K
29.852112676056336,?,314131.1,Some-college,9.90625,Never-married,?,Own-child,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
36.02112676056338,Private,181613.30000000002,Some-college,9.90625,Married-civ-spouse,Transport-moving,Husband,White,Male,499.995,24.75,48.402173913043484,United-States,<=50K
40.13380281690141,Private,299406.9,HS-grad,8.96875,Married-civ-spouse,Exec-managerial,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
18.54225352112676,Private,34371.3,12th,8.03125,Never-married,Craft-repair,Own-child,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
34.99295774647888,Private,181613.30000000002,HS-grad,8.96875,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
44.24647887323944,Local-gov,196337.5,HS-grad,8.96875,Never-married,Adm-clerical,Other-relative,Black,Female,499.995,24.75,39.8804347826087,United-States,<=50K
17.514084507042256,Private,314131.1,10th,6.15625,Never-married,Handlers-cleaners,Own-child,White,Male,499.995,24.75,19.641304347826086,United-States,<=50K
51.443661971830984,Federal-gov,107992.30000000002,Some-college,9.90625,Divorced,Adm-clerical,Unmarried,White,Female,499.995,24.75,34.55434782608695,United-States,<=50K
34.99295774647888,Private,431924.70000000007,HS-grad,8.96875,Divorced,Transport-moving,Unmarried,Black,Male,499.995,24.75,51.59782608695653,United-States,<=50K
19.570422535211268,?,196337.5,Some-college,9.90625,Never-married,?,Not-in-family,White,Male,499.995,24.75,30.29347826086957,United-States,<=50K
34.99295774647888,Private,299406.9,Bachelors,12.71875,Never-married,Prof-specialty,Not-in-family,Black,Female,3499.965,24.75,39.8804347826087,United-States,>50K
44.24647887323944,Federal-gov,328855.30000000005,Masters,13.65625,Married-civ-spouse,Exec-managerial,Husband,Black,Male,499.995,24.75,39.8804347826087,United-States,<=50K
23.683098591549296,Private,181613.30000000002,Some-college,9.90625,Never-married,Other-service,Own-child,White,Female,499.995,24.75,30.29347826086957,United-States,<=50K
44.24647887323944,Private,166889.1,Assoc-acdm,11.78125,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,54.79347826086957,United-States,>50K
27.795774647887324,Private,107992.30000000002,HS-grad,8.96875,Never-married,Adm-clerical,Not-in-family,Black,Male,499.995,24.75,19.641304347826086,United-States,<=50K
38.0774647887324,Private,269958.5,Masters,13.65625,Married-civ-spouse,Sales,Husband,White,Male,499.995,1955.25,50.53260869565217,United-States,>50K
22.654929577464788,Private,431924.70000000007,Assoc-voc,10.84375,Never-married,Machine-op-inspct,Not-in-family,White,Female,8499.915,24.75,15.380434782608697,United-States,<=50K
53.5,Federal-gov,225785.90000000002,HS-grad,8.96875,Divorced,Exec-managerial,Not-in-family,White,Male,499.995,24.75,66.51086956521739,United-States,>50K
39.1056338028169,Private,328855.30000000005,HS-grad,8.96875,Divorced,Handlers-cleaners,Not-in-family,White,Male,499.995,24.75,48.402173913043484,Peru,<=50K
45.27464788732394,Private,166889.1,HS-grad,8.96875,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,499.995,24.75,51.59782608695653,United-States,>50K
23.683098591549296,Private,196337.5,Bachelors,12.71875,Never-married,Prof-specialty,Not-in-family,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
51.443661971830984,Private,284682.7,HS-grad,8.96875,Divorced,Adm-clerical,Own-child,White,Female,499.995,24.75,30.29347826086957,United-States,<=50K
45.27464788732394,Private,166889.1,HS-grad,8.96875,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,>50K
31.90845070422535,Private,93268.1,HS-grad,8.96875,Never-married,Sales,Other-relative,White,Female,499.995,24.75,12.184782608695652,United-States,<=50K
44.24647887323944,Local-gov,196337.5,Bachelors,12.71875,Divorced,Adm-clerical,Not-in-family,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
22.654929577464788,Local-gov,225785.90000000002,Bachelors,12.71875,Never-married,Other-service,Not-in-family,Black,Male,499.995,24.75,39.8804347826087,United-States,<=50K
53.5,Private,181613.30000000002,HS-grad,8.96875,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,48.402173913043484,?,>50K
22.654929577464788,Private,49095.5,Some-college,9.90625,Never-married,Sales,Not-in-family,White,Male,499.995,24.75,54.79347826086957,United-States,<=50K
34.99295774647888,Private,328855.30000000005,Bachelors,12.71875,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
36.02112676056338,Private,49095.5,Some-college,9.90625,Widowed,Sales,Not-in-family,White,Female,499.995,24.75,19.641304347826086,United-States,<=50K
19.570422535211268,?,196337.5,Some-college,9.90625,Never-married,?,Not-in-family,White,Male,499.995,24.75,30.29347826086957,United-States,<=50K
20.598591549295776,Self-emp-not-inc,63819.700000000004,HS-grad,8.96875,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,499.995,24.75,39.8804347826087,United-States,<=50K
21.62676056338028,Private,211061.7,5th-6th,3.34375,Never-married,Transport-moving,Not-in-family,White,Male,499.995,24.75,39.8804347826087,Mexico,<=50K
21.62676056338028,?,152164.90000000002,Some-college,9.90625,Never-married,?,Unmarried,White,Female,499.995,24.75,19.641304347826086,United-States,<=50K
31.90845070422535,Private,387752.1,Bachelors,12.71875,Divorced,Other-service,Own-child,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
34.99295774647888,Federal-gov,417200.5,HS-grad,8.96875,Married-civ-spouse,Farming-fishing,Husband,White,Male,499.995,24.75,60.11956521739131,United-States,<=50K
51.443661971830984,State-gov,152164.90000000002,HS-grad,8.96875,Widowed,Other-service,Unmarried,Black,Female,499.995,24.75,39.8804347826087,United-States,<=50K
44.24647887323944,Private,417200.5,Assoc-acdm,11.78125,Married-civ-spouse,Sales,Husband,White,Male,499.995,24.75,50.53260869565217,Mexico,<=50K
53.5,?,122716.5,10th,6.15625,Widowed,?,Unmarried,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
44.24647887323944,Private,166889.1,Assoc-acdm,11.78125,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,499.995,24.75,45.20652173913044,United-States,<=50K
34.99295774647888,Private,299406.9,HS-grad,8.96875,Married-civ-spouse,Transport-moving,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
44.24647887323944,Local-gov,34371.3,HS-grad,8.96875,Married-civ-spouse,Transport-moving,Husband,White,Male,499.995,24.75,45.20652173913044,United-States,>50K
69.95070422535211,State-gov,196337.5,HS-grad,8.96875,Widowed,Protective-serv,Not-in-family,Other,Male,499.995,24.75,39.8804347826087,United-States,<=50K
46.30281690140845,Private,181613.30000000002,Prof-school,14.59375,Never-married,Prof-specialty,Not-in-family,White,Male,99499.005,24.75,50.53260869565217,?,>50K
54.52816901408451,Private,225785.90000000002,HS-grad,8.96875,Married-civ-spouse,Prof-specialty,Wife,White,Female,499.995,24.75,45.20652173913044,United-States,<=50K
48.35915492957746,Private,107992.30000000002,Some-college,9.90625,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,50.53260869565217,United-States,>50K
44.24647887323944,Private,166889.1,Some-college,9.90625,Divorced,Adm-clerical,Unmarried,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
54.52816901408451,Self-emp-not-inc,122716.5,Bachelors,12.71875,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,499.995,24.75,39.8804347826087,Cambodia,<=50K
37.04929577464789,Private,255234.30000000002,HS-grad,8.96875,Divorced,Handlers-cleaners,Unmarried,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
31.90845070422535,Private,196337.5,HS-grad,8.96875,Married-civ-spouse,Craft-repair,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
56.58450704225352,Local-gov,107992.30000000002,Some-college,9.90625,Divorced,Adm-clerical,Unmarried,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
24.7112676056338,Private,255234.30000000002,HS-grad,8.96875,Never-married,Other-service,Unmarried,Black,Female,499.995,24.75,39.8804347826087,United-States,<=50K
64.80985915492958,Private,137440.7,Bachelors,12.71875,Married-civ-spouse,Prof-specialty,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
19.570422535211268,Private,196337.5,Some-college,9.90625,Never-married,Adm-clerical,Not-in-family,Black,Female,499.995,24.75,37.75,United-States,<=50K
39.1056338028169,Private,181613.30000000002,HS-grad,8.96875,Divorced,Adm-clerical,Unmarried,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
27.795774647887324,Private,358303.70000000007,Masters,13.65625,Separated,Adm-clerical,Own-child,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
33.96478873239437,Self-emp-not-inc,63819.700000000004,Some-college,9.90625,Married-civ-spouse,Sales,Husband,White,Male,499.995,24.75,60.11956521739131,United-States,<=50K
23.683098591549296,Self-emp-not-inc,240510.1,HS-grad,8.96875,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,499.995,24.75,34.55434782608695,United-States,<=50K
24.7112676056338,Self-emp-inc,196337.5,HS-grad,8.96875,Never-married,Exec-managerial,Not-in-family,White,Male,499.995,24.75,54.79347826086957,United-States,<=50K
41.16197183098592,Private,166889.1,HS-grad,8.96875,Married-civ-spouse,Transport-moving,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
37.04929577464789,Private,166889.1,Masters,13.65625,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,499.995,2549.25,65.44565217391305,United-States,>50K
31.90845070422535,Private,269958.5,Some-college,9.90625,Divorced,Adm-clerical,Not-in-family,White,Male,499.995,24.75,32.423913043478265,United-States,>50K
51.443661971830984,Private,299406.9,Masters,13.65625,Married-civ-spouse,Exec-managerial,Husband,White,Male,499.995,24.75,32.423913043478265,United-States,<=50K
33.96478873239437,State-gov,166889.1,Some-college,9.90625,Never-married,Adm-clerical,Own-child,Black,Female,499.995,24.75,37.75,United-States,<=50K
32.936619718309856,Local-gov,181613.30000000002,Masters,13.65625,Divorced,Prof-specialty,Not-in-family,White,Female,499.995,24.75,39.8804347826087,United-States,>50K
57.61267605633803,Private,181613.30000000002,HS-grad,8.96875,Divorced,Adm-clerical,Not-in-family,White,Female,499.995,24.75,39.8804347826087,United-States,<=50K
17.514084507042256,Private,358303.70000000007,11th,7.09375,Never-married,Sales,Unmarried,White,Female,6499.935,24.75,23.902173913043477,United-States,<=50K
47.33098591549296,Self-emp-not-inc,93268.1,HS-grad,8.96875,Married-civ-spouse,Transport-moving,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,>50K
44.24647887323944,Private,211061.7,HS-grad,8.96875,Married-civ-spouse,Protective-serv,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,>50K
59.66901408450704,Self-emp-not-inc,181613.30000000002,7th-8th,4.28125,Married-civ-spouse,Transport-moving,Husband,White,Male,499.995,24.75,48.402173913043484,United-States,<=50K
64.80985915492958,Private,255234.30000000002,Some-college,9.90625,Married-civ-spouse,Exec-managerial,Husband,White,Male,499.995,24.75,39.8804347826087,Cambodia,<=50K
23.683098591549296,Private,166889.1,Some-college,9.90625,Married-civ-spouse,Transport-moving,Husband,White,Male,499.995,24.75,39.8804347826087,United-States,<=50K
21.62676056338028,Private,63819.700000000004,Assoc-voc,10.84375,Never-married,Other-service,Own-child,Black,Female,499.995,24.75,15.380434782608697,Peru,<=50K
