Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,label
1.5,13.28659028,0.7058823529411765,11.284583335,3.525,647.5685007,0.007,0.199,1.8088187095000001,0.08333333333333333,Nov,1,1,1,1,Returning_Visitor,False,False
1.5,13.28659028,0.7058823529411765,11.284583335,3.525,1942.7055020999996,0.199,0.001,9.044093547500001,0.08333333333333333,Dec,3,2,6,4,Returning_Visitor,True,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,1942.7055020999996,0.041,0.051000000000000004,1.8088187095000001,0.08333333333333333,Nov,2,2,9,10,Returning_Visitor,False,False
2.5,146.15249308,3.5294117647058822,11.284583335,59.925,215.85616689999998,0.013000000000000001,0.033,1.8088187095000001,0.08333333333333333,Jul,3,2,8,2,Returning_Visitor,False,False
15.5,93.00613196,0.7058823529411765,11.284583335,17.625,1510.9931683,0.001,0.011,1.8088187095000001,0.08333333333333333,Mar,2,2,7,3,New_Visitor,False,True
9.5,39.85977084,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.025,0.025,1.8088187095000001,0.08333333333333333,Mar,3,2,3,3,Returning_Visitor,False,False
7.5,13.28659028,0.7058823529411765,11.284583335,66.975,215.85616689999998,0.053000000000000005,0.011,294.83744964850007,0.08333333333333333,Mar,4,5,1,14,Returning_Visitor,False,False
2.5,13.28659028,0.7058823529411765,11.284583335,17.625,1510.9931683,0.023,0.139,331.0138238385,0.08333333333333333,May,1,1,2,1,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,647.5685007,0.001,0.037000000000000005,1.8088187095000001,0.08333333333333333,Dec,1,1,1,3,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,1079.2808344999999,0.001,0.039,1.8088187095000001,0.08333333333333333,May,2,2,4,1,Returning_Visitor,False,False
1.5,13.28659028,0.7058823529411765,11.284583335,31.725,647.5685007,0.001,0.151,1.8088187095000001,0.08333333333333333,Mar,2,2,7,2,Returning_Visitor,True,False
2.5,39.85977084,0.7058823529411765,11.284583335,81.07499999999999,1079.2808344999999,0.009000000000000001,0.199,1.8088187095000001,0.08333333333333333,Oct,2,2,1,4,Returning_Visitor,False,False
1.5,13.28659028,0.7058823529411765,530.375416745,31.725,215.85616689999998,0.199,0.020999999999999998,1.8088187095000001,0.08333333333333333,Dec,2,2,1,1,Returning_Visitor,False,False
4.5,172.72567364000002,0.7058823529411765,11.284583335,38.775,647.5685007,0.001,0.197,1.8088187095000001,0.08333333333333333,Dec,1,1,1,3,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,24.674999999999997,647.5685007,0.001,0.053000000000000005,12.6617309665,0.08333333333333333,May,1,1,2,2,Returning_Visitor,False,False
2.5,1315.37243772,3.5294117647058822,236.97625003500002,454.725,1079.2808344999999,0.009000000000000001,0.133,139.2790406315,0.08333333333333333,Nov,2,3,1,4,New_Visitor,True,True
0.5,2378.29966012,2.1176470588235294,1455.711250215,518.175,215.85616689999998,0.133,0.009000000000000001,1.8088187095000001,0.08333333333333333,Sep,2,2,1,4,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,24.674999999999997,1510.9931683,0.001,0.007,1.8088187095000001,0.08333333333333333,Mar,1,1,3,2,Returning_Visitor,True,False
0.5,13.28659028,0.7058823529411765,11.284583335,24.674999999999997,647.5685007,0.011,0.015,1.8088187095000001,0.08333333333333333,Jul,3,2,5,3,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,17.625,1079.2808344999999,0.001,0.019000000000000003,12.6617309665,0.08333333333333333,May,2,2,1,2,Returning_Visitor,False,True
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,30435.719532899995,0.020999999999999998,0.015,1.8088187095000001,0.08333333333333333,May,2,2,7,10,Returning_Visitor,False,False
5.5,2617.45828516,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.067,0.101,1.8088187095000001,0.08333333333333333,Mar,2,7,6,18,Returning_Visitor,True,False
0.5,2351.7264795600004,23.294117647058826,11.284583335,3.525,1510.9931683,0.001,0.017,338.2490986765,0.25,June,1,8,3,5,New_Visitor,False,True
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.001,0.017,1.8088187095000001,0.08333333333333333,May,2,2,6,2,New_Visitor,False,False
1.5,13.28659028,0.7058823529411765,11.284583335,3.525,647.5685007,0.007,0.009000000000000001,5.4264561285,0.08333333333333333,Nov,2,2,1,18,New_Visitor,False,False
3.5,39.85977084,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.001,0.067,1.8088187095000001,0.08333333333333333,Mar,3,2,3,11,New_Visitor,False,False
3.5,13.28659028,0.7058823529411765,1907.0945836150001,10.575,215.85616689999998,0.001,0.013000000000000001,240.57288836350003,0.08333333333333333,Mar,1,2,3,13,Returning_Visitor,False,False
1.5,172.72567364000002,0.7058823529411765,11.284583335,3.525,647.5685007,0.001,0.037000000000000005,1.8088187095000001,0.08333333333333333,Dec,1,1,1,3,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,259.545416705,595.7249999999999,647.5685007,0.001,0.179,1.8088187095000001,0.08333333333333333,Oct,4,5,1,2,New_Visitor,False,False
8.5,146.15249308,0.7058823529411765,11.284583335,17.625,1942.7055020999996,0.037000000000000005,0.027000000000000003,153.7495903075,0.08333333333333333,Dec,2,5,1,2,Returning_Visitor,True,False
4.5,66.43295140000001,0.7058823529411765,2223.062916995,81.07499999999999,215.85616689999998,0.001,0.023,1.8088187095000001,0.08333333333333333,Nov,2,2,3,3,Returning_Visitor,False,False
4.5,1474.8115210800001,0.7058823529411765,11.284583335,3.525,24391.746859699997,0.011,0.009000000000000001,19.8970058045,0.08333333333333333,Nov,2,2,1,13,Returning_Visitor,True,True
4.5,66.43295140000001,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.067,0.011,1.8088187095000001,0.08333333333333333,Nov,2,2,1,4,Returning_Visitor,False,False
7.5,66.43295140000001,0.7058823529411765,11.284583335,17.625,4101.267171099999,0.001,0.111,1.8088187095000001,0.08333333333333333,Sep,2,2,1,2,Returning_Visitor,False,False
7.5,13.28659028,0.7058823529411765,11.284583335,66.975,215.85616689999998,0.053000000000000005,0.011,294.83744964850007,0.08333333333333333,Mar,4,5,1,14,Returning_Visitor,False,False
9.5,1899.98241004,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.181,0.055,1.8088187095000001,0.08333333333333333,Nov,2,4,3,2,New_Visitor,False,False
1.5,13.28659028,2.1176470588235294,11.284583335,24.674999999999997,215.85616689999998,0.001,0.049,1.8088187095000001,0.08333333333333333,Jul,2,2,3,6,Returning_Visitor,False,False
2.5,146.15249308,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.013000000000000001,0.033,1.8088187095000001,0.08333333333333333,Nov,2,2,7,1,Returning_Visitor,False,False
5.5,66.43295140000001,0.7058823529411765,11.284583335,10.575,2374.4178359,0.017,0.017,1.8088187095000001,0.08333333333333333,Jul,3,2,1,2,New_Visitor,True,True
1.5,13.28659028,0.7058823529411765,11.284583335,45.825,647.5685007,0.025,0.009000000000000001,1.8088187095000001,0.08333333333333333,Nov,2,2,1,1,Returning_Visitor,False,False
1.5,39.85977084,0.7058823529411765,1162.3120835050001,10.575,215.85616689999998,0.127,0.041,1.8088187095000001,0.08333333333333333,Mar,8,2,3,3,Returning_Visitor,False,False
3.5,13.28659028,0.7058823529411765,11.284583335,38.775,1942.7055020999996,0.001,0.199,34.3675554805,0.08333333333333333,Nov,2,4,1,15,New_Visitor,False,True
0.5,13.28659028,13.411764705882355,11.284583335,539.325,14894.075516099998,0.028999999999999998,0.101,1.8088187095000001,0.08333333333333333,Dec,1,8,9,2,Returning_Visitor,False,True
1.5,13.28659028,0.7058823529411765,11.284583335,31.725,1079.2808344999999,0.017,0.025,1.8088187095000001,0.08333333333333333,May,1,1,1,1,Returning_Visitor,True,False
0.5,13.28659028,2.1176470588235294,1004.327916815,24.674999999999997,2806.1301697,0.001,0.025,1.8088187095000001,0.08333333333333333,Mar,3,2,4,13,Returning_Visitor,True,False
1.5,13.28659028,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.001,0.049,276.7492625535,0.08333333333333333,Jul,2,2,3,13,Returning_Visitor,False,True
4.5,66.43295140000001,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.017,0.185,1.8088187095000001,0.08333333333333333,Nov,2,2,1,2,New_Visitor,False,True
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,1510.9931683,0.133,0.101,1.8088187095000001,0.08333333333333333,Oct,1,1,7,2,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,647.5685007,0.001,0.007,1.8088187095000001,0.08333333333333333,Mar,1,1,4,3,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.001,0.07100000000000001,1.8088187095000001,0.08333333333333333,Mar,2,4,4,1,Returning_Visitor,True,False
0.5,13.28659028,0.7058823529411765,11.284583335,24.674999999999997,2806.1301697,0.167,0.025,1.8088187095000001,0.25,Mar,3,2,4,13,Returning_Visitor,True,False
0.5,13.28659028,0.7058823529411765,11.284583335,52.875,647.5685007,0.001,0.013000000000000001,1.8088187095000001,0.08333333333333333,Aug,3,2,6,3,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,17.625,1510.9931683,0.001,0.079,16.2793683855,0.08333333333333333,Nov,2,2,4,3,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.001,0.057,1.8088187095000001,0.08333333333333333,Nov,3,2,1,2,Returning_Visitor,True,False
26.5,2218.86057676,3.5294117647058822,394.9604167250001,518.175,11440.376845699999,0.155,0.023,262.27871287749997,0.5833333333333333,May,2,2,7,9,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,1703.972083585,10.575,1079.2808344999999,0.001,0.039,1.8088187095000001,0.08333333333333333,May,2,2,4,1,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,647.5685007,0.001,0.077,1.8088187095000001,0.08333333333333333,Dec,1,1,4,1,Returning_Visitor,False,False
1.5,13.28659028,0.7058823529411765,11.284583335,24.674999999999997,1510.9931683,0.017,0.001,1.8088187095000001,0.08333333333333333,Dec,2,6,1,4,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.001,0.063,1.8088187095000001,0.08333333333333333,May,3,2,3,3,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,39501.6785427,0.020999999999999998,0.199,1.8088187095000001,0.41666666666666663,May,2,6,3,2,Returning_Visitor,False,False
1.5,13.28659028,0.7058823529411765,11.284583335,17.625,1079.2808344999999,0.001,0.019000000000000003,1.8088187095000001,0.08333333333333333,Dec,2,2,1,13,Returning_Visitor,False,False
3.5,1049.6406321200002,0.7058823529411765,11.284583335,24.674999999999997,3237.8425034999996,0.019000000000000003,0.025,1.8088187095000001,0.08333333333333333,Dec,1,1,1,1,Returning_Visitor,True,False
12.5,13.28659028,0.7058823529411765,11.284583335,17.625,215.85616689999998,0.015,0.153,1.8088187095000001,0.08333333333333333,Oct,2,2,1,10,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,31.725,215.85616689999998,0.199,0.011,1.8088187095000001,0.08333333333333333,May,2,2,9,1,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,81.07499999999999,2374.4178359,0.001,0.011,1.8088187095000001,0.08333333333333333,May,2,2,6,18,Returning_Visitor,False,False
4.5,66.43295140000001,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.017,0.015,1.8088187095000001,0.08333333333333333,Nov,1,2,1,2,Returning_Visitor,True,False
0.5,13.28659028,0.7058823529411765,11.284583335,52.875,3237.8425034999996,0.001,0.015,1.8088187095000001,0.08333333333333333,Dec,2,2,1,1,Returning_Visitor,False,False
12.5,93.00613196,0.7058823529411765,11.284583335,3.525,647.5685007,0.001,0.007,16.2793683855,0.08333333333333333,Oct,4,1,4,3,Returning_Visitor,False,False
17.5,491.60384036000005,0.7058823529411765,11.284583335,3.525,1079.2808344999999,0.001,0.028999999999999998,1.8088187095000001,0.08333333333333333,Oct,2,10,1,3,Returning_Visitor,False,False
0.5,13.28659028,4.9411764705882355,11.284583335,539.325,1942.7055020999996,0.001,0.017,1.8088187095000001,0.08333333333333333,Mar,2,2,9,2,New_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.001,0.155,1.8088187095000001,0.08333333333333333,Mar,2,4,3,2,Returning_Visitor,False,False
2.5,146.15249308,3.5294117647058822,11.284583335,59.925,215.85616689999998,0.013000000000000001,0.033,1.8088187095000001,0.08333333333333333,Jul,2,2,7,2,Returning_Visitor,False,False
17.5,119.57931252,0.7058823529411765,11.284583335,24.674999999999997,647.5685007,0.003,0.041,1.8088187095000001,0.08333333333333333,May,2,2,3,2,New_Visitor,False,False
2.5,279.01839588,3.5294117647058822,598.082916755,31.725,1079.2808344999999,0.009000000000000001,0.133,262.27871287749997,0.08333333333333333,Nov,2,2,1,4,Returning_Visitor,False,True
0.5,13.28659028,0.7058823529411765,11.284583335,24.674999999999997,647.5685007,0.023,0.015,1.8088187095000001,0.08333333333333333,May,3,2,5,3,Returning_Visitor,False,False
7.5,13.28659028,23.294117647058826,11.284583335,3.525,1510.9931683,0.001,0.028999999999999998,1.8088187095000001,0.08333333333333333,June,1,8,3,5,New_Visitor,False,True
2.5,279.01839588,3.5294117647058822,78.992083345,81.07499999999999,215.85616689999998,0.013000000000000001,0.033,1.8088187095000001,0.08333333333333333,Jul,2,2,8,2,Returning_Visitor,True,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.003,0.059,1.8088187095000001,0.08333333333333333,Mar,3,2,2,1,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,24.674999999999997,1079.2808344999999,0.003,0.041,1.8088187095000001,0.08333333333333333,Dec,2,2,1,13,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,17.625,215.85616689999998,0.10300000000000001,0.033,1.8088187095000001,0.08333333333333333,Feb,2,2,6,2,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,38.775,1510.9931683,0.179,0.041,66.9262922515,0.75,May,2,5,8,4,Returning_Visitor,False,True
1.5,13.28659028,0.7058823529411765,11.284583335,31.725,215.85616689999998,0.199,0.020999999999999998,1.8088187095000001,0.08333333333333333,May,2,2,1,1,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,38.775,1510.9931683,0.179,0.041,110.3379412795,0.75,May,2,5,8,4,Returning_Visitor,False,False
6.5,66.43295140000001,17.647058823529413,2245.632083665,137.475,215.85616689999998,0.001,0.020999999999999998,70.5439296705,0.08333333333333333,Aug,5,2,3,1,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.037000000000000005,0.039,1.8088187095000001,0.08333333333333333,Nov,3,2,1,2,Returning_Visitor,False,False
9.5,491.60384036000005,9.176470588235293,1658.8337502450001,391.275,647.5685007,0.095,0.045,132.0437657935,0.25,Aug,6,10,4,20,Other,False,True
0.5,13.28659028,0.7058823529411765,1523.4187502250002,31.725,215.85616689999998,0.001,0.027000000000000003,1.8088187095000001,0.25,Dec,3,2,3,1,Returning_Visitor,False,True
7.5,66.43295140000001,0.7058823529411765,11.284583335,17.625,215.85616689999998,0.001,0.015,1.8088187095000001,0.08333333333333333,Nov,2,2,3,3,Returning_Visitor,True,False
2.5,39.85977084,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.001,0.023,1.8088187095000001,0.08333333333333333,Sep,1,1,1,3,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,52.875,3669.5548372999997,0.005,0.023,1.8088187095000001,0.08333333333333333,Aug,1,1,2,6,Returning_Visitor,False,False
2.5,438.45747924,0.7058823529411765,1681.402916915,52.875,1079.2808344999999,0.009000000000000001,0.199,1.8088187095000001,0.08333333333333333,Nov,1,2,1,4,Returning_Visitor,False,False
3.5,93.00613196,0.7058823529411765,11.284583335,31.725,215.85616689999998,0.011,0.011,1.8088187095000001,0.08333333333333333,Sep,2,2,4,1,Returning_Visitor,False,False
15.5,93.00613196,13.411764705882355,2019.9404169650002,532.275,1510.9931683,0.001,0.007,1.8088187095000001,0.9166666666666666,Nov,1,2,7,2,Returning_Visitor,False,False
1.5,199.2988542,0.7058823529411765,11.284583335,52.875,3237.8425034999996,0.001,0.005,1.8088187095000001,0.08333333333333333,Nov,1,1,1,3,Returning_Visitor,False,False
2.5,996.494271,2.1176470588235294,394.9604167250001,433.575,1079.2808344999999,0.009000000000000001,0.199,1.8088187095000001,0.08333333333333333,Mar,2,2,1,4,Returning_Visitor,False,False
9.5,1899.98241004,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.181,0.055,1.8088187095000001,0.08333333333333333,Nov,2,4,3,2,New_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,38.775,1510.9931683,0.179,0.041,1.8088187095000001,0.75,May,2,5,8,4,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,1162.3120835050001,3.525,215.85616689999998,0.001,0.023,1.8088187095000001,0.08333333333333333,May,8,1,1,3,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,2374.4178359,0.001,0.199,1.8088187095000001,0.08333333333333333,Mar,2,2,3,1,Returning_Visitor,False,False
1.5,2032.84831284,6.352941176470589,11.284583335,10.575,215.85616689999998,0.127,0.041,1.8088187095000001,0.25,May,3,2,8,3,Returning_Visitor,False,True
0.5,2351.7264795600004,3.5294117647058822,1365.434583535,384.225,215.85616689999998,0.001,0.017,132.0437657935,0.5833333333333333,May,1,2,9,11,Other,False,False
1.5,13.28659028,0.7058823529411765,11.284583335,31.725,215.85616689999998,0.199,0.020999999999999998,1.8088187095000001,0.08333333333333333,Dec,2,2,1,1,Returning_Visitor,False,False
8.5,146.15249308,0.7058823529411765,11.284583335,17.625,1942.7055020999996,0.037000000000000005,0.027000000000000003,1.8088187095000001,0.08333333333333333,Oct,2,5,1,2,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,2245.632083665,10.575,35616.2675385,0.001,0.028999999999999998,331.0138238385,0.9166666666666666,Aug,1,1,7,16,Other,True,False
1.5,2032.84831284,6.352941176470589,11.284583335,10.575,215.85616689999998,0.127,0.041,1.8088187095000001,0.25,May,3,2,8,3,Returning_Visitor,False,True
10.5,119.57931252,0.7058823529411765,11.284583335,24.674999999999997,647.5685007,0.003,0.041,1.8088187095000001,0.08333333333333333,Oct,2,2,3,2,New_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,3.525,11440.376845699999,0.155,0.047,1.8088187095000001,0.5833333333333333,May,4,1,1,3,Returning_Visitor,False,False
1.5,13.28659028,16.235294117647058,846.343750125,172.725,215.85616689999998,0.001,0.049,85.0144793465,0.25,Mar,2,5,3,6,New_Visitor,False,False
3.5,39.85977084,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.001,0.015,1.8088187095000001,0.08333333333333333,Mar,3,2,3,13,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,24.674999999999997,215.85616689999998,0.10300000000000001,0.009000000000000001,1.8088187095000001,0.41666666666666663,Sep,2,2,3,4,Returning_Visitor,False,False
13.5,332.164757,0.7058823529411765,191.83791669500002,3.525,647.5685007,0.001,0.013000000000000001,1.8088187095000001,0.08333333333333333,Dec,4,6,9,1,New_Visitor,True,False
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,215.85616689999998,0.001,0.051000000000000004,1.8088187095000001,0.08333333333333333,Nov,2,10,2,3,Returning_Visitor,False,False
1.5,13.28659028,0.7058823529411765,11.284583335,3.525,647.5685007,0.007,0.009000000000000001,1.8088187095000001,0.08333333333333333,Nov,2,5,1,1,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,31.725,215.85616689999998,0.053000000000000005,0.011,1.8088187095000001,0.08333333333333333,Sep,2,2,1,2,Returning_Visitor,False,False
4.5,66.43295140000001,0.7058823529411765,11.284583335,17.625,215.85616689999998,0.003,0.091,1.8088187095000001,0.08333333333333333,May,2,2,4,4,Returning_Visitor,False,False
0.5,13.28659028,16.235294117647058,259.545416705,412.42499999999995,215.85616689999998,0.001,0.033,179.0730522405,0.08333333333333333,Nov,2,2,6,3,New_Visitor,False,False
9.5,13.28659028,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.181,0.055,1.8088187095000001,0.08333333333333333,Nov,2,4,3,2,New_Visitor,False,False
1.5,39.85977084,0.7058823529411765,11.284583335,3.525,647.5685007,0.007,0.009000000000000001,1.8088187095000001,0.08333333333333333,Nov,2,2,1,1,Returning_Visitor,True,True
3.5,1049.6406321200002,0.7058823529411765,11.284583335,31.725,215.85616689999998,0.001,0.007,1.8088187095000001,0.08333333333333333,Sep,2,2,5,1,Returning_Visitor,False,False
0.5,13.28659028,2.1176470588235294,1004.327916815,24.674999999999997,2806.1301697,0.001,0.025,1.8088187095000001,0.08333333333333333,Mar,3,2,4,13,Returning_Visitor,True,False
0.5,279.01839588,13.411764705882355,78.992083345,24.674999999999997,2806.1301697,0.001,0.025,99.48502902250002,0.08333333333333333,Dec,3,3,4,13,Returning_Visitor,True,True
0.5,225.87203476000002,2.1176470588235294,11.284583335,24.674999999999997,1510.9931683,0.179,0.199,1.8088187095000001,0.75,June,2,2,1,2,Returning_Visitor,False,False
3.5,13.28659028,0.7058823529411765,11.284583335,3.525,215.85616689999998,0.001,0.089,1.8088187095000001,0.08333333333333333,May,1,1,1,3,Returning_Visitor,False,False
0.5,13.28659028,3.5294117647058822,11.284583335,384.225,39501.6785427,0.020999999999999998,0.051000000000000004,113.9555786985,0.75,May,2,2,3,2,Returning_Visitor,False,True
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,647.5685007,0.001,0.020999999999999998,103.1026664415,0.08333333333333333,Mar,3,2,9,2,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,24.674999999999997,2374.4178359,0.001,0.043,1.8088187095000001,0.08333333333333333,May,2,2,6,7,Returning_Visitor,False,False
5.5,199.2988542,0.7058823529411765,33.853750005,3.525,215.85616689999998,0.001,0.003,1.8088187095000001,0.08333333333333333,Dec,3,2,3,13,Returning_Visitor,False,False
2.5,279.01839588,3.5294117647058822,78.992083345,81.07499999999999,215.85616689999998,0.013000000000000001,0.033,1.8088187095000001,0.08333333333333333,Jul,2,2,8,2,Returning_Visitor,True,False
0.5,13.28659028,0.7058823529411765,11.284583335,24.674999999999997,215.85616689999998,0.001,0.053000000000000005,1.8088187095000001,0.9166666666666666,Mar,1,1,2,2,Returning_Visitor,True,False
0.5,13.28659028,0.7058823529411765,11.284583335,10.575,30435.719532899995,0.020999999999999998,0.023,5.4264561285,0.08333333333333333,May,2,2,7,10,Returning_Visitor,False,False
0.5,13.28659028,0.7058823529411765,11.284583335,38.775,647.5685007,0.001,0.125,1.8088187095000001,0.08333333333333333,Dec,2,2,3,1,Returning_Visitor,False,False
7.5,66.43295140000001,0.7058823529411765,11.284583335,17.625,4101.267171099999,0.003,0.059,1.8088187095000001,0.08333333333333333,Aug,2,2,1,2,Returning_Visitor,False,False
5.5,66.43295140000001,0.7058823529411765,11.284583335,3.525,1510.9931683,0.10300000000000001,0.101,1.8088187095000001,0.08333333333333333,Dec,1,1,7,2,Returning_Visitor,False,False
